star_age  Teff  log_g  feh  Mag_bol  Flux_bol  Interp_rad  B  I  J  M  R  U  V
   4.575514E+07   5.499014E+03   1.298185E+00  -1.261988E+00    6.493589E+00   2.526762E-03   8.901449E-02  -4.306574E+00  -5.726159E+00  -6.149065E+00  -6.638130E+00  -5.366759E+00  -4.080384E+00  -4.902499E+00
   4.575592E+07   5.543962E+03   1.312099E+00  -1.261988E+00    6.492997E+00   2.528142E-03   8.779275E-02  -4.333687E+00  -5.719077E+00  -6.133583E+00  -6.612797E+00  -5.366480E+00  -4.114897E+00  -4.912031E+00
   4.575669E+07   5.588088E+03   1.325693E+00  -1.261988E+00    6.492587E+00   2.529095E-03   8.667937E-02  -4.359215E+00  -5.711885E+00  -6.118269E+00  -6.587704E+00  -5.365859E+00  -4.146614E+00  -4.920877E+00
   4.575762E+07   5.640317E+03   1.341689E+00  -1.261988E+00    6.492245E+00   2.529891E-03   8.545445E-02  -4.388249E+00  -5.703127E+00  -6.100028E+00  -6.557875E+00  -5.364744E+00  -4.181592E+00  -4.930813E+00
   4.575874E+07   5.701072E+03   1.360152E+00  -1.261988E+00    6.491930E+00   2.530626E-03   8.412971E-02  -4.420596E+00  -5.692695E+00  -6.078725E+00  -6.523255E+00  -5.363025E+00  -4.219144E+00  -4.941772E+00
   4.576008E+07   5.771366E+03   1.381315E+00  -1.261988E+00    6.491577E+00   2.531449E-03   8.281339E-02  -4.456227E+00  -5.680388E+00  -6.054041E+00  -6.483606E+00  -5.360562E+00  -4.258842E+00  -4.953747E+00
   4.576089E+07   5.812767E+03   1.393646E+00  -1.261988E+00    6.491356E+00   2.531963E-03   8.215031E-02  -4.476424E+00  -5.673127E+00  -6.039575E+00  -6.460410E+00  -5.358990E+00  -4.280381E+00  -4.960557E+00
   4.576169E+07   5.853194E+03   1.405630E+00  -1.261988E+00    6.491238E+00   2.532239E-03   8.158159E-02  -4.495532E+00  -5.665924E+00  -6.025395E+00  -6.437740E+00  -5.357268E+00  -4.300118E+00  -4.966937E+00
   4.576265E+07   5.900120E+03   1.419464E+00  -1.261988E+00    6.491176E+00   2.532384E-03   8.098433E-02  -4.517013E+00  -5.657438E+00  -6.008890E+00  -6.411476E+00  -5.355050E+00  -4.321637E+00  -4.974030E+00
   4.576381E+07   5.954581E+03   1.435407E+00  -1.261988E+00    6.491149E+00   2.532446E-03   8.038812E-02  -4.541085E+00  -5.647438E+00  -5.989703E+00  -6.381171E+00  -5.352206E+00  -4.344991E+00  -4.981871E+00
   4.576520E+07   6.016760E+03   1.453459E+00  -1.261988E+00    6.491129E+00   2.532494E-03   7.988228E-02  -4.567598E+00  -5.635839E+00  -5.967771E+00  -6.346924E+00  -5.348626E+00  -4.369751E+00  -4.990371E+00
   4.576687E+07   6.087564E+03   1.473818E+00  -1.261988E+00    6.491236E+00   2.532245E-03   7.953220E-02  -4.596525E+00  -5.622468E+00  -5.942765E+00  -6.308243E+00  -5.344195E+00  -4.395292E+00  -4.999536E+00
   4.576887E+07   6.166651E+03   1.496312E+00  -1.261988E+00    6.491477E+00   2.531681E-03   7.936096E-02  -4.627241E+00  -5.607314E+00  -5.914833E+00  -6.265400E+00  -5.338796E+00  -4.421066E+00  -5.009068E+00
   4.577127E+07   6.254179E+03   1.520904E+00  -1.261988E+00    6.491752E+00   2.531041E-03   7.944742E-02  -4.659931E+00  -5.590203E+00  -5.883861E+00  -6.218464E+00  -5.332205E+00  -4.447052E+00  -5.018858E+00
   4.577415E+07   6.348598E+03   1.547077E+00  -1.261988E+00    6.492133E+00   2.530153E-03   7.992215E-02  -4.693281E+00  -5.571502E+00  -5.850482E+00  -6.168431E+00  -5.324581E+00  -4.471952E+00  -5.028696E+00
   4.577761E+07   6.448783E+03   1.574446E+00  -1.261988E+00    6.492630E+00   2.528996E-03   8.072983E-02  -4.726616E+00  -5.551334E+00  -5.815122E+00  -6.115990E+00  -5.315816E+00  -4.495689E+00  -5.038041E+00
   4.578176E+07   6.552514E+03   1.602340E+00  -1.261988E+00    6.493059E+00   2.527995E-03   8.194279E-02  -4.760543E+00  -5.529877E+00  -5.778273E+00  -6.062193E+00  -5.305696E+00  -4.518823E+00  -5.046552E+00
   4.578674E+07   6.657605E+03   1.630129E+00  -1.261988E+00    6.493521E+00   2.526922E-03   8.352064E-02  -4.792454E+00  -5.508016E+00  -5.741213E+00  -6.008426E+00  -5.295031E+00  -4.539730E+00  -5.054270E+00
   4.579272E+07   6.761549E+03   1.657126E+00  -1.261988E+00    6.493751E+00   2.526386E-03   8.533466E-02  -4.823806E+00  -5.485771E+00  -5.704414E+00  -5.956035E+00  -5.283316E+00  -4.560232E+00  -5.060390E+00
   4.579989E+07   6.862389E+03   1.682819E+00  -1.261988E+00    6.493752E+00   2.526384E-03   8.739083E-02  -4.854537E+00  -5.463553E+00  -5.668604E+00  -5.906064E+00  -5.270827E+00  -4.579257E+00  -5.064933E+00
   4.580849E+07   6.959348E+03   1.707018E+00  -1.261988E+00    6.493379E+00   2.527251E-03   8.949537E-02  -4.882360E+00  -5.442378E+00  -5.634691E+00  -5.859030E+00  -5.258755E+00  -4.597052E+00  -5.068787E+00
   4.581882E+07   7.052361E+03   1.729729E+00  -1.261988E+00    6.492462E+00   2.529385E-03   9.168802E-02  -4.906850E+00  -5.422613E+00  -5.602964E+00  -5.815024E+00  -5.247529E+00  -4.614575E+00  -5.072277E+00
   4.583121E+07   7.143549E+03   1.751487E+00  -1.261988E+00    6.491079E+00   2.532610E-03   9.364827E-02  -4.930427E+00  -5.403485E+00  -5.572445E+00  -5.772948E+00  -5.236496E+00  -4.631351E+00  -5.075349E+00
   4.584608E+07   7.235635E+03   1.772958E+00  -1.261988E+00    6.489112E+00   2.537203E-03   9.141350E-02  -4.952250E+00  -5.384692E+00  -5.542408E+00  -5.731615E+00  -5.225654E+00  -4.648919E+00  -5.078071E+00
   4.586392E+07   7.331927E+03   1.794927E+00  -1.261988E+00    6.486552E+00   2.543192E-03   8.932919E-02  -4.972239E+00  -5.365830E+00  -5.511973E+00  -5.689587E+00  -5.214933E+00  -4.667982E+00  -5.080759E+00
   4.588533E+07   7.436384E+03   1.818276E+00  -1.261988E+00    6.483440E+00   2.550493E-03   8.727669E-02  -4.991666E+00  -5.345820E+00  -5.479686E+00  -5.645101E+00  -5.203481E+00  -4.688882E+00  -5.083164E+00
   4.591102E+07   7.552326E+03   1.843694E+00  -1.261988E+00    6.479679E+00   2.559342E-03   8.528150E-02  -5.009432E+00  -5.323600E+00  -5.444478E+00  -5.596935E+00  -5.190511E+00  -4.712045E+00  -5.084237E+00
   4.594186E+07   7.683640E+03   1.871921E+00  -1.261988E+00    6.475299E+00   2.569688E-03   8.338230E-02  -5.025546E+00  -5.298535E+00  -5.405294E+00  -5.543670E+00  -5.175553E+00  -4.738289E+00  -5.083810E+00
   4.597885E+07   7.833810E+03   1.903544E+00  -1.261988E+00    6.470186E+00   2.581818E-03   8.166885E-02  -5.038289E+00  -5.269078E+00  -5.360808E+00  -5.484170E+00  -5.156972E+00  -4.767247E+00  -5.079844E+00
   4.601065E+07   7.965200E+03   1.930647E+00  -1.261988E+00    6.465680E+00   2.592556E-03   8.054414E-02  -5.045150E+00  -5.242713E+00  -5.322128E+00  -5.433260E+00  -5.139478E+00  -4.792161E+00  -5.073577E+00
   4.603998E+07   8.088422E+03   1.955680E+00  -1.261988E+00    6.461489E+00   2.602583E-03   7.985356E-02  -5.047617E+00  -5.217307E+00  -5.285937E+00  -5.386214E+00  -5.121935E+00  -4.814489E+00  -5.065236E+00
   4.606818E+07   8.207862E+03   1.979605E+00  -1.261988E+00    6.457576E+00   2.611978E-03   7.944725E-02  -5.046670E+00  -5.192100E+00  -5.250929E+00  -5.341241E+00  -5.103950E+00  -4.835303E+00  -5.055027E+00
   4.609580E+07   8.323084E+03   2.002378E+00  -1.261988E+00    6.453916E+00   2.620799E-03   7.935428E-02  -5.042385E+00  -5.167467E+00  -5.217545E+00  -5.298666E+00  -5.086029E+00  -4.854095E+00  -5.043370E+00
   4.612322E+07   8.435347E+03   2.024257E+00  -1.261988E+00    6.450451E+00   2.629176E-03   7.949764E-02  -5.035616E+00  -5.143230E+00  -5.185362E+00  -5.257887E+00  -5.068084E+00  -4.871158E+00  -5.030578E+00
   4.615063E+07   8.544847E+03   2.045308E+00  -1.261988E+00    6.447026E+00   2.637483E-03   7.985894E-02  -5.026978E+00  -5.119408E+00  -5.154072E+00  -5.218805E+00  -5.049957E+00  -4.887320E+00  -5.016788E+00
   4.618352E+07   8.669629E+03   2.068963E+00  -1.261988E+00    6.443174E+00   2.646856E-03   8.054582E-02  -5.015535E+00  -5.092117E+00  -5.118530E+00  -5.174926E+00  -5.028638E+00  -4.904648E+00  -4.999892E+00
   4.622299E+07   8.808051E+03   2.094750E+00  -1.261988E+00    6.438771E+00   2.657613E-03   8.157860E-02  -5.000131E+00  -5.061569E+00  -5.079553E+00  -5.127417E+00  -5.004491E+00  -4.922485E+00  -4.979655E+00
   4.625605E+07   8.924137E+03   2.115978E+00  -1.261988E+00    6.434900E+00   2.667105E-03   8.267471E-02  -4.986070E+00  -5.035963E+00  -5.047393E+00  -5.088486E+00  -4.984093E+00  -4.936013E+00  -4.962073E+00
   4.628654E+07   9.030813E+03   2.135249E+00  -1.261988E+00    6.427904E+00   2.684345E-03   8.382441E-02  -4.975081E+00  -5.015479E+00  -5.021232E+00  -5.056589E+00  -4.968278E+00  -4.951323E+00  -4.948367E+00
   4.631584E+07   9.132402E+03   2.153391E+00  -1.261988E+00    6.383364E+00   2.796754E-03   8.509969E-02  -4.999039E+00  -5.032818E+00  -5.033018E+00  -5.063601E+00  -4.989922E+00  -5.004979E+00  -4.971021E+00
   4.634457E+07   9.229779E+03   2.170594E+00  -1.261988E+00    6.348421E+00   2.888230E-03   8.636370E-02  -5.015524E+00  -5.043442E+00  -5.038931E+00  -5.065423E+00  -5.004283E+00  -5.046968E+00  -4.986274E+00
   4.637319E+07   9.323719E+03   2.187005E+00  -1.261988E+00    6.346133E+00   2.894322E-03   8.772544E-02  -5.001259E+00  -5.022012E+00  -5.013353E+00  -5.035692E+00  -4.986451E+00  -5.053836E+00  -4.969896E+00
   4.640755E+07   9.429186E+03   2.205210E+00  -1.261988E+00    6.343499E+00   2.901351E-03   8.933743E-02  -4.984026E+00  -4.996554E+00  -4.983149E+00  -5.000766E+00  -4.965100E+00  -5.061200E+00  -4.950189E+00
   4.644877E+07   9.546546E+03   2.225153E+00  -1.261988E+00    6.344424E+00   2.898882E-03   9.123134E-02  -4.962247E+00  -4.965959E+00  -4.947821E+00  -4.960518E+00  -4.938767E+00  -5.063870E+00  -4.925689E+00
   4.648358E+07   9.645853E+03   2.241770E+00  -1.261988E+00    6.343734E+00   2.900725E-03   9.293834E-02  -4.944212E+00  -4.940323E+00  -4.918213E+00  -4.926688E+00  -4.916845E+00  -5.066943E+00  -4.905348E+00
   4.651565E+07   9.738484E+03   2.257125E+00  -1.261988E+00    6.344676E+00   2.898208E-03   9.302683E-02  -4.926304E+00  -4.915485E+00  -4.889890E+00  -4.894566E+00  -4.895327E+00  -5.067428E+00  -4.885305E+00
   4.654644E+07   9.826185E+03   2.271542E+00  -1.261988E+00    6.346632E+00   2.892992E-03   9.156858E-02  -4.908603E+00  -4.891272E+00  -4.862552E+00  -4.863728E+00  -4.874151E+00  -5.066105E+00  -4.865559E+00
   4.657674E+07   9.910968E+03   2.285350E+00  -1.261988E+00    6.347310E+00   2.891187E-03   9.022778E-02  -4.891965E+00  -4.868278E+00  -4.836523E+00  -4.834264E+00  -4.854168E+00  -5.065742E+00  -4.846965E+00
   4.661310E+07   1.000691E+04   2.300823E+00  -1.261988E+00    6.349771E+00   2.884641E-03   8.877663E-02  -4.872217E+00  -4.841512E+00  -4.806531E+00  -4.800535E+00  -4.830626E+00  -5.062914E+00  -4.825000E+00
   4.665674E+07   1.011322E+04   2.317719E+00  -1.261988E+00    6.351874E+00   2.879057E-03   8.734640E-02  -4.850650E+00  -4.812192E+00  -4.773710E+00  -4.763590E+00  -4.804837E+00  -5.059841E+00  -4.800971E+00
   4.669337E+07   1.020306E+04   2.331800E+00  -1.261988E+00    6.353203E+00   2.875536E-03   8.618048E-02  -4.832703E+00  -4.787764E+00  -4.746385E+00  -4.732815E+00  -4.783362E+00  -5.057307E+00  -4.780973E+00
   4.672703E+07   1.028722E+04   2.344894E+00  -1.261988E+00    6.355549E+00   2.869329E-03   8.519012E-02  -4.815385E+00  -4.764472E+00  -4.720517E+00  -4.703822E+00  -4.762702E+00  -5.053270E+00  -4.761712E+00
   4.675936E+07   1.036708E+04   2.357236E+00  -1.261988E+00    6.356906E+00   2.865745E-03   8.435643E-02  -4.799382E+00  -4.742801E+00  -4.696404E+00  -4.676734E+00  -4.743557E+00  -5.050140E+00  -4.743893E+00
   4.679119E+07   1.044339E+04   2.368931E+00  -1.261988E+00    6.358083E+00   2.862640E-03   8.356465E-02  -4.784220E+00  -4.722292E+00  -4.673611E+00  -4.651138E+00  -4.725425E+00  -5.047032E+00  -4.727017E+00
   4.682939E+07   1.052860E+04   2.381854E+00  -1.261988E+00    6.359848E+00   2.857990E-03   8.278357E-02  -4.767233E+00  -4.699428E+00  -4.648288E+00  -4.622774E+00  -4.705105E+00  -5.042671E+00  -4.708100E+00
   4.687523E+07   1.062168E+04   2.395759E+00  -1.261988E+00    6.360694E+00   2.855764E-03   8.207255E-02  -4.749413E+00  -4.675291E+00  -4.621483E+00  -4.592693E+00  -4.683724E+00  -5.038841E+00  -4.688220E+00
   4.691347E+07   1.070058E+04   2.407398E+00  -1.261988E+00    6.361050E+00   2.854828E-03   8.147725E-02  -4.734685E+00  -4.655298E+00  -4.599275E+00  -4.567760E+00  -4.666022E+00  -5.035734E+00  -4.671773E+00
   4.694847E+07   1.077351E+04   2.418095E+00  -1.261988E+00    6.361506E+00   2.853630E-03   8.101232E-02  -4.721162E+00  -4.636933E+00  -4.578916E+00  -4.544920E+00  -4.649721E+00  -5.032410E+00  -4.656642E+00
   4.698221E+07   1.084291E+04   2.428215E+00  -1.261988E+00    6.361527E+00   2.853575E-03   8.065060E-02  -4.708602E+00  -4.619813E+00  -4.559914E+00  -4.523577E+00  -4.634552E+00  -5.029568E+00  -4.642577E+00
   4.701557E+07   1.091003E+04   2.437933E+00  -1.261988E+00    6.361246E+00   2.854312E-03   8.032584E-02  -4.696731E+00  -4.603593E+00  -4.541898E+00  -4.503329E+00  -4.620197E+00  -5.027020E+00  -4.629275E+00
   4.705560E+07   1.098470E+04   2.448635E+00  -1.261988E+00    6.360646E+00   2.855890E-03   8.000029E-02  -4.683879E+00  -4.585967E+00  -4.522309E+00  -4.481296E+00  -4.604603E+00  -5.024272E+00  -4.614842E+00
   4.710364E+07   1.106641E+04   2.460167E+00  -1.261988E+00    6.359358E+00   2.859280E-03   7.974907E-02  -4.670441E+00  -4.567396E+00  -4.501622E+00  -4.457989E+00  -4.588211E+00  -5.021728E+00  -4.599698E+00
   4.714402E+07   1.113595E+04   2.469870E+00  -1.261988E+00    6.357784E+00   2.863430E-03   7.960361E-02  -4.659437E+00  -4.552128E+00  -4.484579E+00  -4.438762E+00  -4.574768E+00  -5.019986E+00  -4.587287E+00
   4.718103E+07   1.120121E+04   2.478943E+00  -1.261988E+00    6.356090E+00   2.867901E-03   7.945592E-02  -4.649341E+00  -4.538084E+00  -4.468891E+00  -4.421055E+00  -4.562408E+00  -5.018446E+00  -4.575886E+00
   4.721673E+07   1.126306E+04   2.487500E+00  -1.261988E+00    6.354205E+00   2.872884E-03   7.937717E-02  -4.640052E+00  -4.525087E+00  -4.454350E+00  -4.404622E+00  -4.550985E+00  -5.017149E+00  -4.565366E+00
   4.725186E+07   1.132258E+04   2.495677E+00  -1.261988E+00    6.352100E+00   2.878458E-03   7.935735E-02  -4.631404E+00  -4.512927E+00  -4.440720E+00  -4.389197E+00  -4.540319E+00  -5.016138E+00  -4.555555E+00
   4.729401E+07   1.138832E+04   2.504612E+00  -1.261988E+00    6.349420E+00   2.885572E-03   7.937899E-02  -4.622215E+00  -4.499924E+00  -4.426111E+00  -4.372634E+00  -4.528940E+00  -5.015293E+00  -4.545106E+00
   4.734459E+07   1.145888E+04   2.514025E+00  -1.261988E+00    6.346216E+00   2.894102E-03   7.939178E-02  -4.612695E+00  -4.486351E+00  -4.410834E+00  -4.355287E+00  -4.517084E+00  -5.014591E+00  -4.534241E+00
   4.738679E+07   1.151918E+04   2.521991E+00  -1.261988E+00    6.343376E+00   2.901681E-03   7.946018E-02  -4.604654E+00  -4.474877E+00  -4.397921E+00  -4.340626E+00  -4.507060E+00  -5.014022E+00  -4.525058E+00
   4.742558E+07   1.157494E+04   2.529336E+00  -1.261988E+00    6.340831E+00   2.908491E-03   7.957026E-02  -4.597171E+00  -4.464245E+00  -4.385973E+00  -4.327081E+00  -4.497751E+00  -5.013321E+00  -4.516522E+00
   4.746305E+07   1.162776E+04   2.536255E+00  -1.261988E+00    6.338432E+00   2.914924E-03   7.971132E-02  -4.590098E+00  -4.454206E+00  -4.374702E+00  -4.314309E+00  -4.488950E+00  -5.012549E+00  -4.508453E+00
   4.749989E+07   1.167789E+04   2.542773E+00  -1.261988E+00    6.336113E+00   2.921157E-03   7.981223E-02  -4.583439E+00  -4.444749E+00  -4.364086E+00  -4.302281E+00  -4.480658E+00  -5.011794E+00  -4.500852E+00
   4.754410E+07   1.173158E+04   2.549640E+00  -1.261988E+00    6.333419E+00   2.928413E-03   7.995705E-02  -4.576510E+00  -4.434855E+00  -4.352961E+00  -4.289656E+00  -4.471999E+00  -5.011168E+00  -4.492926E+00
   4.759716E+07   1.178649E+04   2.556454E+00  -1.261988E+00    6.327237E+00   2.945136E-03   8.014053E-02  -4.572648E+00  -4.428074E+00  -4.344907E+00  -4.280100E+00  -4.466471E+00  -5.014079E+00  -4.488103E+00
   4.764121E+07   1.183347E+04   2.562233E+00  -1.261988E+00    6.313302E+00   2.983180E-03   8.032773E-02  -4.577570E+00  -4.430755E+00  -4.346455E+00  -4.280432E+00  -4.470210E+00  -5.025551E+00  -4.492337E+00
   4.768148E+07   1.187668E+04   2.567542E+00  -1.261988E+00    6.296176E+00   3.030606E-03   8.052275E-02  -4.586360E+00  -4.437662E+00  -4.352320E+00  -4.285240E+00  -4.478059E+00  -5.040614E+00  -4.500576E+00
   4.772008E+07   1.191600E+04   2.572326E+00  -1.261988E+00    6.279910E+00   3.076351E-03   8.066542E-02  -4.595199E+00  -4.444870E+00  -4.358603E+00  -4.290602E+00  -4.486096E+00  -5.055061E+00  -4.508944E+00
   4.775797E+07   1.195288E+04   2.576760E+00  -1.261988E+00    6.266665E+00   3.114109E-03   8.081534E-02  -4.601713E+00  -4.449847E+00  -4.362747E+00  -4.293891E+00  -4.491830E+00  -5.066529E+00  -4.515001E+00
   4.779564E+07   1.198645E+04   2.580718E+00  -1.261988E+00    6.258374E+00   3.137983E-03   8.096363E-02  -4.604108E+00  -4.450761E+00  -4.362934E+00  -4.293287E+00  -4.493426E+00  -5.073033E+00  -4.516932E+00
   4.784084E+07   1.201982E+04   2.584480E+00  -1.261988E+00    6.254182E+00   3.150120E-03   8.111759E-02  -4.602567E+00  -4.447615E+00  -4.359086E+00  -4.288612E+00  -4.490965E+00  -5.075213E+00  -4.514860E+00
   4.789508E+07   1.205233E+04   2.587895E+00  -1.261988E+00    6.249811E+00   3.162827E-03   8.126925E-02  -4.601183E+00  -4.444612E+00  -4.355379E+00  -4.284077E+00  -4.488647E+00  -5.077519E+00  -4.512937E+00
   4.794087E+07   1.207927E+04   2.590657E+00  -1.261988E+00    6.245905E+00   3.174227E-03   8.140063E-02  -4.600216E+00  -4.442277E+00  -4.352450E+00  -4.280447E+00  -4.486889E+00  -5.079659E+00  -4.511513E+00
   4.798292E+07   1.210540E+04   2.593380E+00  -1.261988E+00    6.242147E+00   3.185233E-03   8.153731E-02  -4.599194E+00  -4.439912E+00  -4.349504E+00  -4.276815E+00  -4.485089E+00  -5.081664E+00  -4.510042E+00
   4.802339E+07   1.212645E+04   2.595444E+00  -1.261988E+00    6.238852E+00   3.194915E-03   8.164463E-02  -4.598620E+00  -4.438256E+00  -4.347378E+00  -4.274135E+00  -4.483888E+00  -5.083537E+00  -4.509106E+00
   4.806293E+07   1.214603E+04   2.597297E+00  -1.261988E+00    6.235683E+00   3.204253E-03   8.171950E-02  -4.598195E+00  -4.436828E+00  -4.345514E+00  -4.271758E+00  -4.482881E+00  -5.085381E+00  -4.508345E+00
   4.810201E+07   1.216183E+04   2.598637E+00  -1.261988E+00    6.232841E+00   3.212651E-03   8.177515E-02  -4.598149E+00  -4.435981E+00  -4.344317E+00  -4.270150E+00  -4.482372E+00  -5.087164E+00  -4.508031E+00
   4.814891E+07   1.217287E+04   2.599133E+00  -1.261988E+00    6.229951E+00   3.221213E-03   8.179395E-02  -4.599027E+00  -4.436316E+00  -4.344406E+00  -4.269957E+00  -4.482938E+00  -5.089346E+00  -4.508727E+00
   4.820519E+07   1.217197E+04   2.597721E+00  -1.261988E+00    6.227276E+00   3.229162E-03   8.172635E-02  -4.601844E+00  -4.439216E+00  -4.347318E+00  -4.272903E+00  -4.485812E+00  -5.092173E+00  -4.511573E+00
   4.825196E+07   1.218093E+04   2.597828E+00  -1.261988E+00    6.224318E+00   3.237970E-03   8.172777E-02  -4.603173E+00  -4.440114E+00  -4.348016E+00  -4.273377E+00  -4.486895E+00  -5.094578E+00  -4.512758E+00
   4.829467E+07   1.217335E+04   2.595800E+00  -1.261988E+00    6.222729E+00   3.242711E-03   8.163472E-02  -4.606110E+00  -4.443470E+00  -4.351530E+00  -4.277097E+00  -4.490085E+00  -5.096767E+00  -4.515837E+00
   4.833379E+07   1.218337E+04   2.596190E+00  -1.261988E+00    6.219992E+00   3.250897E-03   8.164901E-02  -4.607032E+00  -4.443904E+00  -4.351742E+00  -4.277056E+00  -4.490727E+00  -5.098868E+00  -4.516596E+00
   4.838072E+07   1.216054E+04   2.591975E+00  -1.261988E+00    6.219294E+00   3.252988E-03   8.146461E-02  -4.611830E+00  -4.449912E+00  -4.358236E+00  -4.284157E+00  -4.496241E+00  -5.101243E+00  -4.521802E+00
   4.843705E+07   1.214130E+04   2.587837E+00  -1.261988E+00    6.217640E+00   3.257947E-03   8.129257E-02  -4.616962E+00  -4.456088E+00  -4.364823E+00  -4.291265E+00  -4.501993E+00  -5.104350E+00  -4.527287E+00
   4.848210E+07   1.210643E+04   2.581829E+00  -1.261988E+00    6.217986E+00   3.256909E-03   8.104003E-02  -4.622971E+00  -4.463951E+00  -4.373447E+00  -4.300824E+00  -4.509092E+00  -5.106520E+00  -4.533918E+00
   4.852283E+07   1.211742E+04   2.582200E+00  -1.261988E+00    6.214757E+00   3.266610E-03   8.106207E-02  -4.624174E+00  -4.464611E+00  -4.373858E+00  -4.300953E+00  -4.509985E+00  -5.109059E+00  -4.534940E+00
   4.856162E+07   1.208317E+04   2.576618E+00  -1.261988E+00    6.215921E+00   3.263109E-03   8.082337E-02  -4.629241E+00  -4.471486E+00  -4.381482E+00  -4.309490E+00  -4.516112E+00  -5.110315E+00  -4.540614E+00
   4.859846E+07   1.205756E+04   2.571974E+00  -1.261988E+00    6.215904E+00   3.263159E-03   8.064209E-02  -4.633865E+00  -4.477458E+00  -4.388009E+00  -4.316697E+00  -4.521526E+00  -5.112131E+00  -4.545689E+00
   4.864268E+07   1.199260E+04   2.561652E+00  -1.261988E+00    6.218737E+00   3.254657E-03   8.028990E-02  -4.642395E+00  -4.489271E+00  -4.401201E+00  -4.331557E+00  -4.531964E+00  -5.113539E+00  -4.555312E+00
   4.869573E+07   1.198418E+04   2.558890E+00  -1.261988E+00    6.216838E+00   3.260355E-03   8.020749E-02  -4.645731E+00  -4.493046E+00  -4.405146E+00  -4.335721E+00  -4.535557E+00  -5.116031E+00  -4.558792E+00
   4.873871E+07   1.191025E+04   2.547432E+00  -1.261988E+00    6.233192E+00   3.211614E-03   7.992573E-02  -4.642665E+00  -4.493340E+00  -4.407074E+00  -4.339444E+00  -4.534302E+00  -5.103738E+00  -4.556772E+00
   4.877630E+07   1.183622E+04   2.535664E+00  -1.261988E+00    6.251463E+00   3.158021E-03   7.967885E-02  -4.638258E+00  -4.492422E+00  -4.407877E+00  -4.342126E+00  -4.531756E+00  -5.089518E+00  -4.553440E+00
   4.880815E+07   1.177812E+04   2.526242E+00  -1.261988E+00    6.257972E+00   3.139144E-03   7.951300E-02  -4.642503E+00  -4.499718E+00  -4.416521E+00  -4.352351E+00  -4.537724E+00  -5.086535E+00  -4.558675E+00
   4.883757E+07   1.171967E+04   2.516864E+00  -1.261988E+00    6.257135E+00   3.141564E-03   7.941163E-02  -4.653779E+00  -4.514294E+00  -4.432420E+00  -4.369903E+00  -4.550949E+00  -5.091175E+00  -4.571069E+00
   4.886530E+07   1.167009E+04   2.508731E+00  -1.261988E+00    6.255223E+00   3.147103E-03   7.937511E-02  -4.664479E+00  -4.527846E+00  -4.447096E+00  -4.385999E+00  -4.563346E+00  -5.096328E+00  -4.582741E+00
   4.889193E+07   1.160127E+04   2.497939E+00  -1.261988E+00    6.253891E+00   3.150966E-03   7.936825E-02  -4.678031E+00  -4.545359E+00  -4.466190E+00  -4.407072E+00  -4.579244E+00  -5.102009E+00  -4.597641E+00
   4.891727E+07   1.158769E+04   2.494787E+00  -1.261988E+00    6.251054E+00   3.159209E-03   7.936655E-02  -4.683237E+00  -4.551407E+00  -4.472544E+00  -4.413835E+00  -4.584963E+00  -5.105791E+00  -4.603138E+00
   4.893247E+07   1.156109E+04   2.490725E+00  -1.261988E+00    6.250743E+00   3.160113E-03   7.936985E-02  -4.688277E+00  -4.557993E+00  -4.479749E+00  -4.421814E+00  -4.590918E+00  -5.107738E+00  -4.608704E+00
   4.894767E+07   1.151761E+04   2.484043E+00  -1.261988E+00    6.250073E+00   3.162065E-03   7.940236E-02  -4.696682E+00  -4.568955E+00  -4.491728E+00  -4.435069E+00  -4.600836E+00  -5.111068E+00  -4.617979E+00
   4.896592E+07   1.145260E+04   2.473864E+00  -1.261988E+00    6.248354E+00   3.167076E-03   7.951584E-02  -4.709948E+00  -4.586112E+00  -4.510418E+00  -4.455699E+00  -4.616414E+00  -5.116749E+00  -4.632573E+00
   4.898781E+07   1.137034E+04   2.460764E+00  -1.261988E+00    6.245227E+00   3.176209E-03   7.976641E-02  -4.727671E+00  -4.608830E+00  -4.535097E+00  -4.482873E+00  -4.637100E+00  -5.124749E+00  -4.651997E+00
   4.901408E+07   1.126482E+04   2.443888E+00  -1.261988E+00    6.240561E+00   3.189889E-03   8.012771E-02  -4.751067E+00  -4.638776E+00  -4.567601E+00  -4.518644E+00  -4.664383E+00  -5.135475E+00  -4.677626E+00
   4.903710E+07   1.152940E+04   2.480326E+00  -1.261988E+00    6.236147E+00   3.202884E-03   7.943732E-02  -4.708247E+00  -4.580144E+00  -4.502594E+00  -4.445685E+00  -4.612269E+00  -5.124847E+00  -4.629452E+00
   4.905552E+07   1.162109E+04   2.495510E+00  -1.261988E+00    6.240557E+00   3.189901E-03   7.938510E-02  -4.687612E+00  -4.554086E+00  -4.474415E+00  -4.414813E+00  -4.588400E+00  -5.114643E+00  -4.606962E+00
   4.907025E+07   1.161674E+04   2.495854E+00  -1.261988E+00    6.243069E+00   3.182529E-03   7.938133E-02  -4.685917E+00  -4.552587E+00  -4.473025E+00  -4.413532E+00  -4.586806E+00  -5.112303E+00  -4.605327E+00
   4.908793E+07   1.155828E+04   2.487344E+00  -1.261988E+00    6.243348E+00   3.181711E-03   7.938755E-02  -4.696038E+00  -4.566083E+00  -4.487880E+00  -4.430077E+00  -4.598920E+00  -5.115604E+00  -4.616595E+00
