star_age  Teff  log_g  feh  Mag_bol  Flux_bol  Interp_rad  B  I  J  M  R  U  V
   4.303448E+07   2.070699E+04   3.833989E+00  -1.274053E+00    7.067215E+00   1.489753E-03   8.255026E-02  -2.520443E+00  -2.062256E+00  -1.858306E+00  -1.622791E+00  -2.220734E+00  -3.489219E+00  -2.327626E+00
   4.323940E+07   2.066359E+04   3.826491E+00  -1.274053E+00    7.057601E+00   1.503003E-03   8.324071E-02  -2.535204E+00  -2.077963E+00  -1.874388E+00  -1.639527E+00  -2.236077E+00  -3.502488E+00  -2.342696E+00
   4.341385E+07   2.064400E+04   3.821394E+00  -1.274053E+00    7.048992E+00   1.514967E-03   8.370825E-02  -2.546197E+00  -2.089376E+00  -1.885961E+00  -1.651393E+00  -2.247322E+00  -3.512881E+00  -2.353811E+00
   4.355943E+07   2.064723E+04   3.818607E+00  -1.274053E+00    7.041356E+00   1.525660E-03   8.394133E-02  -2.553566E+00  -2.096659E+00  -1.893196E+00  -1.658577E+00  -2.254625E+00  -3.520506E+00  -2.361123E+00
   4.367943E+07   2.067128E+04   3.817920E+00  -1.274053E+00    7.034588E+00   1.535199E-03   8.395571E-02  -2.557647E+00  -2.100192E+00  -1.896493E+00  -1.661509E+00  -2.258350E+00  -3.525626E+00  -2.364983E+00
   4.377775E+07   2.071287E+04   3.819001E+00  -1.274053E+00    7.028561E+00   1.543745E-03   8.379147E-02  -2.558955E+00  -2.100565E+00  -1.896471E+00  -1.660856E+00  -2.259059E+00  -3.528625E+00  -2.365933E+00
   4.385816E+07   2.076966E+04   3.821579E+00  -1.274053E+00    7.023102E+00   1.551526E-03   8.348865E-02  -2.557942E+00  -2.098283E+00  -1.893659E+00  -1.657182E+00  -2.257237E+00  -3.529864E+00  -2.364443E+00
   4.392391E+07   2.083949E+04   3.825402E+00  -1.274053E+00    7.018053E+00   1.558759E-03   8.308883E-02  -2.555026E+00  -2.093818E+00  -1.888546E+00  -1.651008E+00  -2.253335E+00  -3.529674E+00  -2.360951E+00
   4.397758E+07   2.091886E+04   3.830142E+00  -1.274053E+00    7.013335E+00   1.565546E-03   8.264120E-02  -2.550690E+00  -2.087730E+00  -1.881726E+00  -1.642979E+00  -2.247886E+00  -3.528396E+00  -2.355967E+00
   4.402148E+07   2.100646E+04   3.835618E+00  -1.274053E+00    7.008777E+00   1.572133E-03   8.217871E-02  -2.545257E+00  -2.080376E+00  -1.873568E+00  -1.633483E+00  -2.241234E+00  -3.526302E+00  -2.349827E+00
   4.405745E+07   2.109984E+04   3.841598E+00  -1.274053E+00    7.004370E+00   1.578527E-03   8.173563E-02  -2.539066E+00  -2.072145E+00  -1.864487E+00  -1.622975E+00  -2.233749E+00  -3.523623E+00  -2.342886E+00
   4.408698E+07   2.119781E+04   3.847932E+00  -1.274053E+00    7.000029E+00   1.584851E-03   8.133597E-02  -2.532381E+00  -2.063331E+00  -1.854785E+00  -1.611782E+00  -2.225711E+00  -3.520576E+00  -2.335419E+00
   4.411128E+07   2.129897E+04   3.854475E+00  -1.274053E+00    6.995682E+00   1.591209E-03   8.099937E-02  -2.525433E+00  -2.054194E+00  -1.844740E+00  -1.600199E+00  -2.217373E+00  -3.517343E+00  -2.327666E+00
   4.413129E+07   2.140091E+04   3.861042E+00  -1.274053E+00    6.991356E+00   1.597561E-03   8.074133E-02  -2.518461E+00  -2.045029E+00  -1.834663E+00  -1.588574E+00  -2.209007E+00  -3.514079E+00  -2.319886E+00
   4.414782E+07   2.150357E+04   3.867563E+00  -1.274053E+00    6.986878E+00   1.604164E-03   8.054821E-02  -2.511637E+00  -2.036008E+00  -1.824731E+00  -1.577082E+00  -2.200786E+00  -3.510958E+00  -2.312251E+00
   4.416151E+07   2.160529E+04   3.873928E+00  -1.274053E+00    6.982292E+00   1.610954E-03   7.987661E-02  -2.505084E+00  -2.027293E+00  -1.815116E+00  -1.565920E+00  -2.192856E+00  -3.508046E+00  -2.304900E+00
   4.417287E+07   2.170513E+04   3.880050E+00  -1.274053E+00    6.977560E+00   1.617990E-03   7.929810E-02  -2.498934E+00  -2.019034E+00  -1.805979E+00  -1.555261E+00  -2.185364E+00  -3.505443E+00  -2.297971E+00
   4.418232E+07   2.180218E+04   3.885863E+00  -1.274053E+00    6.972681E+00   1.625277E-03   7.881402E-02  -2.493272E+00  -2.011334E+00  -1.797429E+00  -1.545228E+00  -2.178403E+00  -3.503204E+00  -2.291555E+00
   4.419019E+07   2.189561E+04   3.891315E+00  -1.274053E+00    6.967679E+00   1.632783E-03   7.842193E-02  -2.488153E+00  -2.004264E+00  -1.789546E+00  -1.535911E+00  -2.172041E+00  -3.501355E+00  -2.285713E+00
   4.419677E+07   2.198480E+04   3.896373E+00  -1.274053E+00    6.962581E+00   1.640468E-03   7.811600E-02  -2.483607E+00  -1.997866E+00  -1.782373E+00  -1.527364E+00  -2.166313E+00  -3.499908E+00  -2.280480E+00
   4.420228E+07   2.206883E+04   3.901005E+00  -1.274053E+00    6.957498E+00   1.648165E-03   7.788873E-02  -2.479638E+00  -1.992159E+00  -1.775940E+00  -1.519628E+00  -2.161235E+00  -3.498839E+00  -2.275865E+00
   4.420690E+07   2.214724E+04   3.905202E+00  -1.274053E+00    6.952527E+00   1.655729E-03   7.773002E-02  -2.476235E+00  -1.987141E+00  -1.770246E+00  -1.512708E+00  -2.156799E+00  -3.498128E+00  -2.271860E+00
   4.421080E+07   2.221982E+04   3.908974E+00  -1.274053E+00    6.947711E+00   1.663089E-03   7.762884E-02  -2.473355E+00  -1.982770E+00  -1.765252E+00  -1.506574E+00  -2.152967E+00  -3.497729E+00  -2.268424E+00
   4.421409E+07   2.228652E+04   3.912338E+00  -1.274053E+00    6.943081E+00   1.670197E-03   7.757457E-02  -2.470957E+00  -1.979007E+00  -1.760917E+00  -1.501187E+00  -2.149696E+00  -3.497602E+00  -2.265516E+00
   4.421689E+07   2.234696E+04   3.915305E+00  -1.274053E+00    6.938722E+00   1.676915E-03   7.755685E-02  -2.468979E+00  -1.975796E+00  -1.757190E+00  -1.496502E+00  -2.146929E+00  -3.497675E+00  -2.263076E+00
   4.421927E+07   2.240137E+04   3.917908E+00  -1.274053E+00    6.934659E+00   1.683202E-03   7.756631E-02  -2.467364E+00  -1.973073E+00  -1.754002E+00  -1.492452E+00  -2.144605E+00  -3.497898E+00  -2.261045E+00
   4.422131E+07   2.245004E+04   3.920183E+00  -1.274053E+00    6.930918E+00   1.689012E-03   7.759484E-02  -2.466045E+00  -1.970767E+00  -1.751282E+00  -1.488958E+00  -2.142654E+00  -3.498219E+00  -2.259355E+00
   4.422306E+07   2.249320E+04   3.922160E+00  -1.274053E+00    6.927516E+00   1.694312E-03   7.763579E-02  -2.464972E+00  -1.968819E+00  -1.748968E+00  -1.485958E+00  -2.141020E+00  -3.498596E+00  -2.257953E+00
   4.422458E+07   2.253118E+04   3.923871E+00  -1.274053E+00    6.924461E+00   1.699086E-03   7.749797E-02  -2.464098E+00  -1.967179E+00  -1.747005E+00  -1.483391E+00  -2.139655E+00  -3.498996E+00  -2.256790E+00
   4.422589E+07   2.256427E+04   3.925341E+00  -1.274053E+00    6.921759E+00   1.703320E-03   7.735131E-02  -2.463385E+00  -1.965798E+00  -1.745344E+00  -1.481204E+00  -2.138513E+00  -3.499389E+00  -2.255825E+00
   4.422704E+07   2.259287E+04   3.926599E+00  -1.274053E+00    6.919401E+00   1.707024E-03   7.723099E-02  -2.462796E+00  -1.964633E+00  -1.743937E+00  -1.479343E+00  -2.137556E+00  -3.499754E+00  -2.255020E+00
   4.422804E+07   2.261734E+04   3.927671E+00  -1.274053E+00    6.917374E+00   1.710213E-03   7.713259E-02  -2.462303E+00  -1.963648E+00  -1.742745E+00  -1.477762E+00  -2.136747E+00  -3.500076E+00  -2.254341E+00
   4.422891E+07   2.263815E+04   3.928583E+00  -1.274053E+00    6.915655E+00   1.712923E-03   7.705214E-02  -2.461883E+00  -1.962809E+00  -1.741731E+00  -1.476418E+00  -2.136058E+00  -3.500346E+00  -2.253763E+00
   4.422969E+07   2.265568E+04   3.929355E+00  -1.274053E+00    6.914220E+00   1.715189E-03   7.698647E-02  -2.461516E+00  -1.962091E+00  -1.740865E+00  -1.475273E+00  -2.135466E+00  -3.500560E+00  -2.253263E+00
   4.423037E+07   2.267031E+04   3.930008E+00  -1.274053E+00    6.913044E+00   1.717048E-03   7.693300E-02  -2.461189E+00  -1.961471E+00  -1.740122E+00  -1.474298E+00  -2.134951E+00  -3.500717E+00  -2.252826E+00
   4.423099E+07   2.268242E+04   3.930557E+00  -1.274053E+00    6.912097E+00   1.718545E-03   7.688950E-02  -2.460892E+00  -1.960932E+00  -1.739481E+00  -1.473466E+00  -2.134499E+00  -3.500820E+00  -2.252438E+00
   4.423153E+07   2.269229E+04   3.931018E+00  -1.274053E+00    6.911358E+00   1.719717E-03   7.685433E-02  -2.460618E+00  -1.960460E+00  -1.738927E+00  -1.472755E+00  -2.134098E+00  -3.500871E+00  -2.252089E+00
   4.423203E+07   2.270023E+04   3.931403E+00  -1.274053E+00    6.910798E+00   1.720603E-03   7.682605E-02  -2.460362E+00  -1.960045E+00  -1.738445E+00  -1.472148E+00  -2.133740E+00  -3.500875E+00  -2.251773E+00
   4.423247E+07   2.270648E+04   3.931722E+00  -1.274053E+00    6.910398E+00   1.721238E-03   7.680350E-02  -2.460119E+00  -1.959678E+00  -1.738025E+00  -1.471629E+00  -2.133417E+00  -3.500836E+00  -2.251484E+00
   4.423287E+07   2.271131E+04   3.931986E+00  -1.274053E+00    6.910132E+00   1.721659E-03   7.678566E-02  -2.459887E+00  -1.959349E+00  -1.737656E+00  -1.471183E+00  -2.133123E+00  -3.500761E+00  -2.251215E+00
   4.423323E+07   2.271493E+04   3.932204E+00  -1.274053E+00    6.909983E+00   1.721896E-03   7.677172E-02  -2.459663E+00  -1.959053E+00  -1.737330E+00  -1.470800E+00  -2.132853E+00  -3.500654E+00  -2.250965E+00
   4.423356E+07   2.271752E+04   3.932381E+00  -1.274053E+00    6.909932E+00   1.721977E-03   7.676103E-02  -2.459446E+00  -1.958785E+00  -1.737041E+00  -1.470470E+00  -2.132603E+00  -3.500519E+00  -2.250729E+00
   4.423386E+07   2.271923E+04   3.932525E+00  -1.274053E+00    6.909964E+00   1.721926E-03   7.675307E-02  -2.459236E+00  -1.958541E+00  -1.736783E+00  -1.470185E+00  -2.132372E+00  -3.500362E+00  -2.250507E+00
   4.423414E+07   2.272020E+04   3.932640E+00  -1.274053E+00    6.910065E+00   1.721765E-03   7.674740E-02  -2.459032E+00  -1.958318E+00  -1.736552E+00  -1.469940E+00  -2.132156E+00  -3.500187E+00  -2.250296E+00
   4.423440E+07   2.272056E+04   3.932730E+00  -1.274053E+00    6.910222E+00   1.721516E-03   7.674362E-02  -2.458835E+00  -1.958114E+00  -1.736345E+00  -1.469728E+00  -2.131954E+00  -3.499999E+00  -2.250097E+00
   4.423463E+07   2.272040E+04   3.932800E+00  -1.274053E+00    6.910427E+00   1.721191E-03   7.674146E-02  -2.458643E+00  -1.957926E+00  -1.736160E+00  -1.469545E+00  -2.131766E+00  -3.499799E+00  -2.249908E+00
   4.423485E+07   2.271983E+04   3.932852E+00  -1.274053E+00    6.910667E+00   1.720811E-03   7.674058E-02  -2.458458E+00  -1.957753E+00  -1.735992E+00  -1.469386E+00  -2.131589E+00  -3.499592E+00  -2.249728E+00
   4.423505E+07   2.271892E+04   3.932889E+00  -1.274053E+00    6.910934E+00   1.720387E-03   7.674081E-02  -2.458281E+00  -1.957594E+00  -1.735840E+00  -1.469250E+00  -2.131423E+00  -3.499381E+00  -2.249558E+00
   4.423523E+07   2.271774E+04   3.932914E+00  -1.274053E+00    6.911223E+00   1.719931E-03   7.674193E-02  -2.458110E+00  -1.957447E+00  -1.735704E+00  -1.469132E+00  -2.131268E+00  -3.499168E+00  -2.249396E+00
   4.423540E+07   2.271636E+04   3.932930E+00  -1.274053E+00    6.911526E+00   1.719450E-03   7.674377E-02  -2.457945E+00  -1.957310E+00  -1.735580E+00  -1.469030E+00  -2.131121E+00  -3.498955E+00  -2.249243E+00
   4.423556E+07   2.271480E+04   3.932936E+00  -1.274053E+00    6.911841E+00   1.718951E-03   7.674621E-02  -2.457787E+00  -1.957184E+00  -1.735466E+00  -1.468942E+00  -2.130984E+00  -3.498742E+00  -2.249097E+00
   4.423571E+07   2.271312E+04   3.932936E+00  -1.274053E+00    6.912162E+00   1.718444E-03   7.674911E-02  -2.457635E+00  -1.957066E+00  -1.735363E+00  -1.468865E+00  -2.130854E+00  -3.498532E+00  -2.248959E+00
   4.423584E+07   2.271135E+04   3.932930E+00  -1.274053E+00    6.912485E+00   1.717931E-03   7.675240E-02  -2.457490E+00  -1.956956E+00  -1.735268E+00  -1.468799E+00  -2.130731E+00  -3.498325E+00  -2.248827E+00
   4.423597E+07   2.270952E+04   3.932919E+00  -1.274053E+00    6.912810E+00   1.717418E-03   7.675597E-02  -2.457350E+00  -1.956854E+00  -1.735182E+00  -1.468742E+00  -2.130616E+00  -3.498122E+00  -2.248702E+00
   4.423609E+07   2.270765E+04   3.932904E+00  -1.274053E+00    6.913132E+00   1.716908E-03   7.675976E-02  -2.457217E+00  -1.956758E+00  -1.735102E+00  -1.468692E+00  -2.130507E+00  -3.497925E+00  -2.248584E+00
   4.423620E+07   2.270577E+04   3.932887E+00  -1.274053E+00    6.913449E+00   1.716408E-03   7.676368E-02  -2.457090E+00  -1.956669E+00  -1.735030E+00  -1.468649E+00  -2.130405E+00  -3.497733E+00  -2.248472E+00
   4.423631E+07   2.270389E+04   3.932868E+00  -1.274053E+00    6.913759E+00   1.715917E-03   7.676771E-02  -2.456969E+00  -1.956586E+00  -1.734963E+00  -1.468612E+00  -2.130309E+00  -3.497548E+00  -2.248366E+00
   4.423640E+07   2.270203E+04   3.932846E+00  -1.274053E+00    6.914064E+00   1.715436E-03   7.677180E-02  -2.456854E+00  -1.956508E+00  -1.734901E+00  -1.468581E+00  -2.130218E+00  -3.497368E+00  -2.248265E+00
   4.423649E+07   2.270017E+04   3.932823E+00  -1.274053E+00    6.914362E+00   1.714965E-03   7.677594E-02  -2.456743E+00  -1.956435E+00  -1.734844E+00  -1.468553E+00  -2.130131E+00  -3.497194E+00  -2.248169E+00
   4.423658E+07   2.269835E+04   3.932799E+00  -1.274053E+00    6.914652E+00   1.714507E-03   7.678007E-02  -2.456638E+00  -1.956367E+00  -1.734791E+00  -1.468529E+00  -2.130050E+00  -3.497026E+00  -2.248078E+00
   4.423666E+07   2.269656E+04   3.932775E+00  -1.274053E+00    6.914934E+00   1.714062E-03   7.678420E-02  -2.456537E+00  -1.956302E+00  -1.734742E+00  -1.468509E+00  -2.129973E+00  -3.496864E+00  -2.247992E+00
   4.423674E+07   2.269480E+04   3.932750E+00  -1.274053E+00    6.915208E+00   1.713629E-03   7.678830E-02  -2.456441E+00  -1.956242E+00  -1.734696E+00  -1.468491E+00  -2.129899E+00  -3.496708E+00  -2.247909E+00
   4.423681E+07   2.269308E+04   3.932724E+00  -1.274053E+00    6.915475E+00   1.713208E-03   7.679236E-02  -2.456349E+00  -1.956184E+00  -1.734654E+00  -1.468476E+00  -2.129830E+00  -3.496557E+00  -2.247831E+00
   4.423688E+07   2.269138E+04   3.932699E+00  -1.274053E+00    6.915735E+00   1.712798E-03   7.679640E-02  -2.456261E+00  -1.956130E+00  -1.734614E+00  -1.468463E+00  -2.129763E+00  -3.496411E+00  -2.247756E+00
   4.423694E+07   2.268972E+04   3.932673E+00  -1.274053E+00    6.915990E+00   1.712396E-03   7.680043E-02  -2.456175E+00  -1.956078E+00  -1.734576E+00  -1.468452E+00  -2.129699E+00  -3.496268E+00  -2.247683E+00
   4.423700E+07   2.268805E+04   3.932646E+00  -1.274053E+00    6.916243E+00   1.711996E-03   7.680449E-02  -2.456091E+00  -1.956027E+00  -1.734540E+00  -1.468443E+00  -2.129637E+00  -3.496127E+00  -2.247612E+00
   4.423707E+07   2.268636E+04   3.932618E+00  -1.274053E+00    6.916498E+00   1.711594E-03   7.680863E-02  -2.456007E+00  -1.955978E+00  -1.734505E+00  -1.468434E+00  -2.129575E+00  -3.495986E+00  -2.247542E+00
   4.423713E+07   2.268464E+04   3.932590E+00  -1.274053E+00    6.916756E+00   1.711187E-03   7.681289E-02  -2.455924E+00  -1.955929E+00  -1.734471E+00  -1.468428E+00  -2.129514E+00  -3.495843E+00  -2.247471E+00
   4.423719E+07   2.268288E+04   3.932560E+00  -1.274053E+00    6.917018E+00   1.710774E-03   7.681728E-02  -2.455839E+00  -1.955880E+00  -1.734437E+00  -1.468422E+00  -2.129453E+00  -3.495699E+00  -2.247401E+00
   4.423725E+07   2.268109E+04   3.932529E+00  -1.274053E+00    6.917285E+00   1.710354E-03   7.682180E-02  -2.455755E+00  -1.955831E+00  -1.734404E+00  -1.468417E+00  -2.129391E+00  -3.495553E+00  -2.247330E+00
   4.423731E+07   2.267925E+04   3.932497E+00  -1.274053E+00    6.917557E+00   1.709925E-03   7.682647E-02  -2.455669E+00  -1.955783E+00  -1.734371E+00  -1.468414E+00  -2.129330E+00  -3.495405E+00  -2.247259E+00
   4.423737E+07   2.267737E+04   3.932464E+00  -1.274053E+00    6.917834E+00   1.709489E-03   7.683128E-02  -2.455583E+00  -1.955735E+00  -1.734339E+00  -1.468412E+00  -2.129268E+00  -3.495255E+00  -2.247188E+00
   4.423745E+07   2.267506E+04   3.932422E+00  -1.274053E+00    6.918174E+00   1.708955E-03   7.683726E-02  -2.455479E+00  -1.955677E+00  -1.734301E+00  -1.468411E+00  -2.129194E+00  -3.495071E+00  -2.247102E+00
   4.423754E+07   2.267219E+04   3.932369E+00  -1.274053E+00    6.918592E+00   1.708297E-03   7.684476E-02  -2.455352E+00  -1.955608E+00  -1.734257E+00  -1.468412E+00  -2.129105E+00  -3.494847E+00  -2.246997E+00
   4.423764E+07   2.266861E+04   3.932301E+00  -1.274053E+00    6.919110E+00   1.707482E-03   7.685424E-02  -2.455198E+00  -1.955526E+00  -1.734206E+00  -1.468418E+00  -2.128997E+00  -3.494570E+00  -2.246871E+00
   4.423777E+07   2.266414E+04   3.932215E+00  -1.274053E+00    6.919751E+00   1.706473E-03   7.686624E-02  -2.455010E+00  -1.955428E+00  -1.734146E+00  -1.468430E+00  -2.128868E+00  -3.494230E+00  -2.246718E+00
   4.423792E+07   2.265853E+04   3.932104E+00  -1.274053E+00    6.920551E+00   1.705217E-03   7.688158E-02  -2.454781E+00  -1.955313E+00  -1.734079E+00  -1.468452E+00  -2.128712E+00  -3.493810E+00  -2.246533E+00
   4.423810E+07   2.265143E+04   3.931960E+00  -1.274053E+00    6.921552E+00   1.703645E-03   7.690143E-02  -2.454502E+00  -1.955177E+00  -1.734003E+00  -1.468490E+00  -2.128525E+00  -3.493288E+00  -2.246309E+00
   4.423832E+07   2.264242E+04   3.931770E+00  -1.274053E+00    6.922811E+00   1.701672E-03   7.692727E-02  -2.454162E+00  -1.955018E+00  -1.733922E+00  -1.468552E+00  -2.128302E+00  -3.492640E+00  -2.246039E+00
   4.423859E+07   2.263089E+04   3.931520E+00  -1.274053E+00    6.924399E+00   1.699184E-03   7.696133E-02  -2.453747E+00  -1.954837E+00  -1.733839E+00  -1.468653E+00  -2.128038E+00  -3.491833E+00  -2.245714E+00
   4.423890E+07   2.261608E+04   3.931187E+00  -1.274053E+00    6.926412E+00   1.696037E-03   7.700674E-02  -2.453245E+00  -1.954634E+00  -1.733763E+00  -1.468814E+00  -2.127729E+00  -3.490825E+00  -2.245328E+00
   4.423928E+07   2.259698E+04   3.930738E+00  -1.274053E+00    6.928964E+00   1.692055E-03   7.706796E-02  -2.452644E+00  -1.954418E+00  -1.733712E+00  -1.469067E+00  -2.127376E+00  -3.489572E+00  -2.244875E+00
   4.423974E+07   2.257224E+04   3.930128E+00  -1.274053E+00    6.932200E+00   1.687020E-03   7.715161E-02  -2.451937E+00  -1.954212E+00  -1.733717E+00  -1.469467E+00  -2.126992E+00  -3.488020E+00  -2.244361E+00
   4.424028E+07   2.254018E+04   3.929290E+00  -1.274053E+00    6.936283E+00   1.680687E-03   7.726736E-02  -2.451137E+00  -1.954062E+00  -1.733842E+00  -1.470104E+00  -2.126611E+00  -3.486126E+00  -2.243811E+00
   4.424094E+07   2.249860E+04   3.928123E+00  -1.274053E+00    6.941391E+00   1.672798E-03   7.742147E-02  -2.450300E+00  -1.954068E+00  -1.734205E+00  -1.471130E+00  -2.126317E+00  -3.483866E+00  -2.243297E+00
   4.424173E+07   2.244479E+04   3.926474E+00  -1.274053E+00    6.947673E+00   1.663147E-03   7.733176E-02  -2.449563E+00  -1.954426E+00  -1.735024E+00  -1.472807E+00  -2.126284E+00  -3.481287E+00  -2.242978E+00
   4.424267E+07   2.237552E+04   3.924103E+00  -1.274053E+00    6.955182E+00   1.651685E-03   7.725342E-02  -2.449231E+00  -1.955506E+00  -1.736700E+00  -1.475585E+00  -2.126860E+00  -3.478582E+00  -2.243185E+00
   4.424381E+07   2.228711E+04   3.920640E+00  -1.274053E+00    6.963738E+00   1.638720E-03   7.721725E-02  -2.449900E+00  -1.957983E+00  -1.739937E+00  -1.480224E+00  -2.128688E+00  -3.476219E+00  -2.244538E+00
   4.424517E+07   2.217581E+04   3.915529E+00  -1.274053E+00    6.972750E+00   1.625174E-03   7.727980E-02  -2.452619E+00  -1.962986E+00  -1.745898E+00  -1.487940E+00  -2.132870E+00  -3.475121E+00  -2.248115E+00
   4.424680E+07   2.203848E+04   3.907996E+00  -1.274053E+00    6.981005E+00   1.612865E-03   7.753539E-02  -2.459047E+00  -1.972243E+00  -1.756337E+00  -1.500523E+00  -2.141105E+00  -3.476840E+00  -2.255595E+00
   4.424876E+07   2.187333E+04   3.897072E+00  -1.274053E+00    6.986529E+00   1.604679E-03   7.812586E-02  -2.471438E+00  -1.988053E+00  -1.773570E+00  -1.520297E+00  -2.155672E+00  -3.483569E+00  -2.269242E+00
   4.425111E+07   2.168036E+04   3.881738E+00  -1.274053E+00    6.986761E+00   1.604337E-03   7.924105E-02  -2.492307E+00  -2.012946E+00  -1.800128E+00  -1.549796E+00  -2.179092E+00  -3.497804E+00  -2.291569E+00
   4.425393E+07   2.146069E+04   3.861189E+00  -1.274053E+00    6.979614E+00   1.614933E-03   8.087864E-02  -2.523751E+00  -2.049019E+00  -1.838100E+00  -1.591095E+00  -2.213457E+00  -3.521686E+00  -2.324666E+00
   4.425731E+07   2.121488E+04   3.835098E+00  -1.274053E+00    6.964431E+00   1.637674E-03   8.235000E-02  -2.566586E+00  -2.097097E+00  -1.888315E+00  -1.645029E+00  -2.259588E+00  -3.556021E+00  -2.369348E+00
   4.426137E+07   2.094140E+04   3.803715E+00  -1.274053E+00    6.942542E+00   1.671026E-03   8.494209E-02  -2.619910E+00  -2.156329E+00  -1.949953E+00  -1.710831E+00  -2.316613E+00  -3.599707E+00  -2.424730E+00
   4.426624E+07   2.063578E+04   3.767631E+00  -1.274053E+00    6.916301E+00   1.711904E-03   8.884610E-02  -2.681677E+00  -2.224827E+00  -2.021172E+00  -1.786686E+00  -2.382595E+00  -3.650438E+00  -2.488843E+00
   4.427188E+07   2.030357E+04   3.728680E+00  -1.274053E+00    6.889383E+00   1.754877E-03   8.835649E-02  -2.747701E+00  -2.298361E+00  -2.097714E+00  -1.868231E+00  -2.453332E+00  -3.704221E+00  -2.557499E+00
   4.427711E+07   2.000805E+04   3.694569E+00  -1.274053E+00    6.867961E+00   1.789845E-03   8.477488E-02  -2.804556E+00  -2.362065E+00  -2.164177E+00  -1.939197E+00  -2.514479E+00  -3.749745E+00  -2.616752E+00
   4.428335E+07   1.966786E+04   3.656462E+00  -1.274053E+00    6.847392E+00   1.824077E-03   8.186997E-02  -2.866499E+00  -2.432089E+00  -2.237461E+00  -2.017724E+00  -2.581485E+00  -3.798137E+00  -2.681536E+00
   4.429039E+07   1.929562E+04   3.615611E+00  -1.274053E+00    6.828224E+00   1.856567E-03   7.904120E-02  -2.931600E+00  -2.506286E+00  -2.315296E+00  -2.101275E+00  -2.652302E+00  -3.848102E+00  -2.749859E+00
   4.429685E+07   1.895994E+04   3.579079E+00  -1.274053E+00    6.813391E+00   1.882104E-03   7.696326E-02  -2.988723E+00  -2.571876E+00  -2.384283E+00  -2.175483E+00  -2.714732E+00  -3.890892E+00  -2.809972E+00
   4.430320E+07   1.863287E+04   3.543764E+00  -1.274053E+00    6.800869E+00   1.903935E-03   7.623260E-02  -3.043100E+00  -2.634714E+00  -2.450523E+00  -2.246761E+00  -2.774412E+00  -3.930910E+00  -2.867344E+00
   4.431079E+07   1.824252E+04   3.501909E+00  -1.274053E+00    6.788158E+00   1.926356E-03   7.549706E-02  -3.106496E+00  -2.708493E+00  -2.528477E+00  -2.330727E+00  -2.844317E+00  -3.976637E+00  -2.934424E+00
   4.431923E+07   1.780408E+04   3.454772E+00  -1.274053E+00    6.776420E+00   1.947296E-03   7.597391E-02  -3.176839E+00  -2.790970E+00  -2.615819E+00  -2.425111E+00  -2.922248E+00  -4.026298E+00  -3.009051E+00
   4.432681E+07   1.740357E+04   3.411274E+00  -1.274053E+00    6.766458E+00   1.965245E-03   7.786318E-02  -3.241174E+00  -2.866738E+00  -2.696187E+00  -2.512149E+00  -2.993697E+00  -4.070847E+00  -3.077396E+00
   4.433388E+07   1.702106E+04   3.369403E+00  -1.274053E+00    6.758461E+00   1.979774E-03   7.971758E-02  -3.302402E+00  -2.939300E+00  -2.773293E+00  -2.595758E+00  -3.061968E+00  -4.112463E+00  -3.142587E+00
   4.434055E+07   1.664972E+04   3.328364E+00  -1.274053E+00    6.751946E+00   1.991690E-03   8.311174E-02  -3.361780E+00  -3.010106E+00  -2.848666E+00  -2.677551E+00  -3.128433E+00  -4.152120E+00  -3.205944E+00
   4.434690E+07   1.628478E+04   3.287581E+00  -1.274053E+00    6.746098E+00   2.002447E-03   8.668819E-02  -3.420184E+00  -3.080196E+00  -2.923393E+00  -2.758718E+00  -3.194082E+00  -4.190535E+00  -3.268419E+00
   4.435297E+07   1.592307E+04   3.246635E+00  -1.274053E+00    6.741634E+00   2.010697E-03   9.004635E-02  -3.478218E+00  -3.150227E+00  -2.998181E+00  -2.840054E+00  -3.259537E+00  -4.227828E+00  -3.330616E+00
   4.435881E+07   1.556190E+04   3.205175E+00  -1.274053E+00    6.737699E+00   2.017997E-03   8.628498E-02  -3.536446E+00  -3.220930E+00  -3.073790E+00  -2.922361E+00  -3.325489E+00  -4.264721E+00  -3.393174E+00
   4.436444E+07   1.519899E+04   3.162879E+00  -1.274053E+00    6.734265E+00   2.024390E-03   8.217032E-02  -3.595299E+00  -3.292838E+00  -3.150795E+00  -3.006288E+00  -3.392431E+00  -4.301536E+00  -3.456565E+00
   4.436989E+07   1.483241E+04   3.119447E+00  -1.274053E+00    6.732161E+00   2.028316E-03   7.909586E-02  -3.654928E+00  -3.366133E+00  -3.229457E+00  -3.092208E+00  -3.460481E+00  -4.337325E+00  -3.520922E+00
   4.437519E+07   1.446049E+04   3.074590E+00  -1.274053E+00    6.730136E+00   2.032102E-03   7.741495E-02  -3.715957E+00  -3.441655E+00  -3.310616E+00  -3.180909E+00  -3.530461E+00  -4.373508E+00  -3.586986E+00
   4.438029E+07   1.408427E+04   3.028343E+00  -1.274053E+00    6.728875E+00   2.034464E-03   7.555050E-02  -3.778062E+00  -3.519038E+00  -3.393945E+00  -3.272125E+00  -3.601973E+00  -4.409091E+00  -3.654390E+00
   4.438515E+07   1.370863E+04   2.981213E+00  -1.274053E+00    6.727285E+00   2.037445E-03   7.566929E-02  -3.840711E+00  -3.597478E+00  -3.478569E+00  -3.364931E+00  -3.674284E+00  -4.443938E+00  -3.722490E+00
