                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "48b8e84"                               "gfortran"                                 "15.2.0"                    "x86_64-linux-26.3.2"                                 "CRMATH"                               "20260412"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42 
                            model_number                                num_zones                                 star_age                                   log_dt                                    log_L                                 log_Teff                                     Teff                                    log_R                                    log_g                                star_mass                             log_abs_mdot                             log_center_T                           log_center_Rho                             log_center_P                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                               surface_h1                              surface_he4                              surface_c12                              surface_o16                              surface_n14                       surf_c12_minus_o16                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                       phase_of_evolution                                rel_E_err                        log_rel_run_E_err                              num_retries                                num_iters   Mag_bol   Flux_bol   Interp_rad   B   I   J   M   R   U   V
                                     351                                      955                  4.4236940189995669E+007                  1.8140500768215400E+000                  3.7277137876831903E+000                  4.3558290579868260E+000                  2.2689715895225960E+004                  6.7485193873244143E-001                  3.9326725166553880E+000                  6.9872899720158586E+000                 -9.1406243479206530E+000                  7.7668799041140026E+000                  2.1179403296755730E+000                  1.7705596885704072E+001                  2.0836009390486514E-006                  9.9902948452831153E-001                  1.5595729992330915E-005                  6.4291175622950512E-006                  6.3723877603722280E-004                  7.5699999998849321E-001                  2.4197424632953313E-001                  1.7234416803928968E-004                  4.6797044775657428E-004                  5.0517137046674747E-005                 -2.9562627971728460E-004                  3.7223218099439994E+000                 -1.4855599247501910E+001                 -9.8999999999999986E+001                  3.7223218099439990E+000                  1.1606216909621021E+000                  3.7211286996001109E+000                 -1.4855599247501910E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934853934E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        4                  3.2155336996310823E-013                 -8.8340076713185116E+000                                        2                                        3   6.915990E+00   1.712396E-03   7.680043E-02   -2.456175E+00   -1.956078E+00   -1.734576E+00   -1.468452E+00   -2.129699E+00   -3.496268E+00   -2.247683E+00
                                     352                                      955                  4.4237003528886795E+007                  1.8016704559427912E+000                  3.7276126585932388E+000                  4.3557971136185660E+000                  2.2688047023033025E+004                  6.7486526292398286E-001                  3.9326458654250072E+000                  6.9872899262061630E+000                 -9.1407130447375238E+000                  7.7667299411218069E+000                  2.1196075881537824E+000                  1.7706993090779296E+001                  1.8500821501692176E-006                  9.9902972035253779E-001                  1.5609463817777980E-005                  6.4289858310637483E-006                  6.3722286850569543E-004                  7.5699999998849299E-001                  2.4197424632953299E-001                  1.7234416803928957E-004                  4.6797044775657412E-004                  5.0517137046674713E-005                 -2.9562627971728455E-004                  3.7240489714518370E+000                 -1.4857344563314683E+001                 -1.2041199826559247E+001                  3.7240489714518370E+000                  1.1600850775021647E+000                  3.7228620725400634E+000                 -1.4857344563314683E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934836237E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        4                  3.2097013293506412E-013                 -8.8339158068448498E+000                                        2                                        3   6.916243E+00   1.711996E-03   7.680449E-02   -2.456091E+00   -1.956027E+00   -1.734540E+00   -1.468443E+00   -2.129637E+00   -3.496127E+00   -2.247612E+00
                                     353                                      955                  4.4237065893384762E+007                  1.7949374306271411E+000                  3.7275108947006927E+000                  4.3557647876828325E+000                  2.2686358341536714E+004                  6.7487903284917672E-001                  3.9326183227716900E+000                  6.9872898811103124E+000                 -9.1408008467886344E+000                  7.7665789335875974E+000                  2.1212464572289069E+000                  1.7708361879581485E+001                  1.6455553330784910E-006                  9.9902992678751590E-001                  1.5620826449964101E-005                  6.4288707210320987E-006                  6.3720971282275603E-004                  7.5699999998849299E-001                  2.4197424632953313E-001                  1.7234416803928968E-004                  4.6797044775657445E-004                  5.0517137046674747E-005                 -2.9562627971728477E-004                  3.7257321154725340E+000                 -1.4859123624543473E+001                 -9.8999999999999986E+001                  3.7257321154725340E+000                  1.1595405253885900E+000                  3.7245512973863031E+000                 -1.4859123624543473E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934818418E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        4                  3.3281797070799667E-013                 -8.8338188061209966E+000                                        2                                        3   6.916498E+00   1.711594E-03   7.680863E-02   -2.456007E+00   -1.955978E+00   -1.734505E+00   -1.468434E+00   -2.129575E+00   -3.495986E+00   -2.247542E+00
                                     354                                      955                  4.4237127732056536E+007                  1.7912601528064633E+000                  3.7274078434629381E+000                  4.3557318777238212E+000                  2.2684639280238956E+004                  6.7489332714832340E-001                  3.9325897313946632E+000                  6.9872898364037459E+000                 -9.1408888379530566E+000                  7.7664265338093417E+000                  2.1228678624044144E+000                  1.7709713129646342E+001                  1.4650115699550274E-006                  9.9903010892841893E-001                  1.5630333255058939E-005                  6.4287693400846325E-006                  6.3719871025847438E-004                  7.5699999998849254E-001                  2.4197424632953315E-001                  1.7234416803928968E-004                  4.6797044775657439E-004                  5.0517137046674754E-005                 -2.9562627971728471E-004                  3.7273828057168683E+000                 -1.4860941172325003E+001                 -9.8999999999999986E+001                  3.7273828057168679E+000                  1.1589848453817642E+000                  3.7262079794940823E+000                 -1.4860941172325003E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934800277E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        4                  3.2398927666202179E-013                 -8.8337228670665873E+000                                        2                                        3   6.916756E+00   1.711187E-03   7.681289E-02   -2.455924E+00   -1.955929E+00   -1.734471E+00   -1.468428E+00   -2.129514E+00   -3.495843E+00   -2.247471E+00
                                     355                                      956                  4.4237189287921563E+007                  1.7892694387080201E+000                  3.7273031510509727E+000                  4.3556982731064169E+000                  2.2682884067673018E+004                  6.7490819017714887E-001                  3.9325600025715524E+000                  6.9872897919107304E+000                 -9.1409775921129324E+000                  7.7662727090803889E+000                  2.1244773719779797E+000                  1.7711052044010479E+001                  1.3049534480759652E-006                  9.9903027033272540E-001                  1.5638343104266639E-005                  6.4286796647974280E-006                  6.3718944390027507E-004                  7.5699999998849177E-001                  2.4197424632953304E-001                  1.7234416803928960E-004                  4.6797044775657407E-004                  5.0517137046674733E-005                 -2.9562627971728450E-004                  3.7290065393241374E+000                 -1.4862799220874200E+001                 -9.8999999999999986E+001                  3.7290065393241374E+000                  1.1584162775382423E+000                  3.7278376366026200E+000                 -1.4862799220874200E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934781691E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        4                  3.2329340557209830E-013                 -8.8336256178167005E+000                                        2                                        3   6.917018E+00   1.710774E-03   7.681728E-02   -2.455839E+00   -1.955880E+00   -1.734437E+00   -1.468422E+00   -2.129453E+00   -3.495699E+00   -2.247401E+00
                                     356                                      956                  4.4237250694550306E+007                  1.7882152550575399E+000                  3.7271966118465949E+000                  4.3556639079938675E+000                  2.2681089273917001E+004                  6.7492365080006012E-001                  3.9325290785675451E+000                  6.9872897475347617E+000                 -9.1410674187306125E+000                  7.7661176822828821E+000                  2.1260779259972589E+000                  1.7712381649605703E+001                  1.1627217243055878E-006                  9.9903041370429801E-001                  1.5645122566388628E-005                  6.4286001549514188E-006                  6.3718160409891478E-004                  7.5699999998849121E-001                  2.4197424632953290E-001                  1.7234416803928954E-004                  4.6797044775657396E-004                  5.0517137046674720E-005                 -2.9562627971728439E-004                  3.7306067712640680E+000                 -1.4864693994752212E+001                 -9.8999999999999986E+001                  3.7306067712640680E+000                  1.1578341395641116E+000                  3.7294437355054959E+000                 -1.4864693994752212E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934762618E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        4                  3.2457351268138379E-013                 -8.8335264950898722E+000                                        2                                        3   6.917285E+00   1.710354E-03   7.682180E-02   -2.455755E+00   -1.955831E+00   -1.734404E+00   -1.468417E+00   -2.129391E+00   -3.495553E+00   -2.247330E+00
                                     357                                      956                  4.4237312026567787E+007                  1.7876872507846688E+000                  3.7270881207663731E+000                  4.3556287486229959E+000                  2.2679253145244475E+004                  6.7493972400169089E-001                  3.9324969294100272E+000                  6.9872897032220065E+000                 -9.1411584945538937E+000                  7.7659616586298377E+000                  2.1276708434060585E+000                  1.7713703424290085E+001                  1.0361662312961163E-006                  9.9903054122793666E-001                  1.5650878497053817E-005                  6.4285295652191189E-006                  6.3717495061248782E-004                  7.5699999998849188E-001                  2.4197424632953324E-001                  1.7234416803928981E-004                  4.6797044775657466E-004                  5.0517137046674794E-005                 -2.9562627971728482E-004                  3.7321844188679072E+000                 -1.4866624456803137E+001                 -9.8999999999999986E+001                  3.7321844188679067E+000                  1.1572378733427846E+000                  3.7310271980236229E+000                 -1.4866624456803137E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934743011E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        4                  3.2202117859652329E-013                 -8.8334266487261228E+000                                        2                                        3   6.917557E+00   1.709925E-03   7.682647E-02   -2.455669E+00   -1.955783E+00   -1.734371E+00   -1.468414E+00   -2.129330E+00   -3.495405E+00   -2.247259E+00
                                     358                                      956                  4.4237373326507017E+007                  1.7874600439782671E+000                  3.7269776187376213E+000                  4.3555927752257126E+000                  2.2677374659495144E+004                  6.7495641978188248E-001                  3.9324635350974142E+000                  6.9872896589418509E+000                 -9.1412509096782291E+000                  7.7658048910248612E+000                  2.1292567362404808E+000                  1.7715018234788342E+001                  9.2347713413661296E-007                  9.9903065474115682E-001                  1.5655776197380050E-005                  6.4284668483198781E-006                  6.3716929150606076E-004                  7.5699999998849088E-001                  2.4197424632953304E-001                  1.7234416803928971E-004                  4.6797044775657450E-004                  5.0517137046674747E-005                 -2.9562627971728482E-004                  3.7337398988618284E+000                 -1.4868587881434262E+001                 -1.2041199826559247E+001                  3.7337398988618289E+000                  1.1566273378728216E+000                  3.7325884428513052E+000                 -1.4868587881434262E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934722850E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  3.2423289191671697E-013                 -8.8333246814020061E+000                                        2                                        3   6.917834E+00   1.709489E-03   7.683128E-02   -2.455583E+00   -1.955735E+00   -1.734339E+00   -1.468412E+00   -2.129268E+00   -3.495255E+00   -2.247188E+00
                                     359                                      956                  4.4237446886434093E+007                  1.8666412900258920E+000                  3.7268420658467702E+000                  4.3555484168717253E+000                  2.2675058536025994E+004                  6.7497736004443132E-001                  3.9324216512703538E+000                  6.9872896058171410E+000                 -9.1413447131745595E+000                  7.7656161387710920E+000                  2.1311498586622162E+000                  1.7716586576070984E+001                  8.0557791273097100E-007                  9.9903077345880931E-001                  1.5660637700104456E-005                  6.4284014038860560E-006                  6.3716367701676204E-004                  7.5699999998849099E-001                  2.4197424632953329E-001                  1.7234416803928992E-004                  4.6797044775657472E-004                  5.0517137046674781E-005                 -2.9562627971728482E-004                  3.7355746090258695E+000                 -1.4870986657469688E+001                 -1.2041199826559247E+001                  3.7355746090258695E+000                  1.1558742358379810E+000                  3.7344300027691513E+000                 -1.4870986657469688E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934702122E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  2.9914642679427778E-013                 -8.8332268293137357E+000                                        2                                        3   6.918174E+00   1.708955E-03   7.683726E-02   -2.455479E+00   -1.955677E+00   -1.734301E+00   -1.468411E+00   -2.129194E+00   -3.495071E+00   -2.247102E+00
                                     360                                      956                  4.4237535158346586E+007                  1.9458225360735166E+000                  3.7266751955710919E+000                  4.3554934834993757E+000                  2.2672190577277888E+004                  6.7500379165129132E-001                  3.9323687840953245E+000                  6.9872895420843086E+000                 -9.1414593225008982E+000                  7.7653894322642110E+000                  2.1334063588654670E+000                  1.7718454938765070E+001                  6.8530815657787104E-007                  9.9903089451442051E-001                  1.5665302916089249E-005                  6.4283348518078740E-006                  6.3715829249784829E-004                  7.5699999998848966E-001                  2.4197424632953313E-001                  1.7234416803928973E-004                  4.6797044775657445E-004                  5.0517137046674726E-005                 -2.9562627971728471E-004                  3.7377287969296327E+000                 -1.4873917307654438E+001                 -9.8999999999999986E+001                  3.7377287969296327E+000                  1.1549417588470563E+000                  3.7365923075176566E+000                 -1.4873917307654438E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934676442E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  3.1518868542566008E-013                 -8.8331193679781173E+000                                        2                                        3   6.918592E+00   1.708297E-03   7.684476E-02   -2.455352E+00   -1.955608E+00   -1.734257E+00   -1.468412E+00   -2.129105E+00   -3.494847E+00   -2.246997E+00
                                     361                                      959                  4.4237641084641576E+007                  2.0250037821211415E+000                  3.7264683134704448E+000                  4.3554248877755910E+000                  2.2668609844451392E+004                  6.7503754204853705E-001                  3.9323012785487981E+000                  6.9872894656296367E+000                 -9.1415997572084073E+000                  7.7650800838199832E+000                  2.1360249909322349E+000                  1.7720570588852574E+001                  5.6630068592799546E-007                  9.9903101424131957E-001                  1.5669570305355944E-005                  6.4282692752009979E-006                  6.3715337125656781E-004                  7.5699999998848910E-001                  2.4197424632953313E-001                  1.7234416803928973E-004                  4.6797044775657455E-004                  5.0517137046674733E-005                 -2.9562627971728482E-004                  3.7402131500932621E+000                 -1.4880838863059722E+001                 -9.8999999999999986E+001                  3.7402131500932616E+000                  1.1537714238228556E+000                  3.7390861967407427E+000                 -1.4880838863059722E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934644435E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  2.2946118269305847E-013                 -8.8330302141423740E+000                                        2                                        3   6.919110E+00   1.707482E-03   7.685424E-02   -2.455198E+00   -1.955526E+00   -1.734206E+00   -1.468418E+00   -2.128997E+00   -3.494570E+00   -2.246871E+00
                                     362                                      963                  4.4237768196195558E+007                  2.1041850281687662E+000                  3.7262121734467013E+000                  4.3553393305353927E+000                  2.2664144504110081E+004                  6.7508058651706127E-001                  3.9322151839115809E+000                  6.9872893739205963E+000                 -9.1417728841597743E+000                  7.7647186515340785E+000                  2.1391610696744414E+000                  1.7723116867140970E+001                  4.5246612122204332E-007                  9.9903112870376087E-001                  1.5673290749128783E-005                  6.4282068553226134E-006                  6.3714908535622658E-004                  7.5699999998848833E-001                  2.4197424632953321E-001                  1.7234416803928973E-004                  4.6797044775657461E-004                  5.0517137046674733E-005                 -2.9562627971728488E-004                  3.7431158357315697E+000                 -1.4886118403740193E+001                 -9.8999999999999986E+001                  3.7431158357315693E+000                  1.1523227711802357E+000                  3.7420001317593075E+000                 -1.4886118403740193E+001                  0.0000000000000000E+000                  5.0310801023367097E-003                  3.3929491878620655E-003                  9.9999999980964482E-001                  9.9999999934604200E-001                                        5                  3.4113769791916697E-013                 -8.8328978318855125E+000                                        2                                        4   6.919751E+00   1.706473E-03   7.686624E-02   -2.455010E+00   -1.955428E+00   -1.734146E+00   -1.468430E+00   -2.128868E+00   -3.494230E+00   -2.246718E+00
                                     363                                      966                  4.4237920730060339E+007                  2.1833662742163908E+000                  3.7258931220710214E+000                  4.3552318250054336E+000                  2.2658534901816165E+004                  6.7513607188914071E-001                  3.9321042063305747E+000                  6.9872892639237332E+000                 -9.1419859740148244E+000                  7.7642964909761831E+000                  2.1429251801193052E+000                  1.7726189481539624E+001                  3.4774711131652729E-007                  9.9903123394002358E-001                  1.5676351446016942E-005                  6.4281497597270966E-006                  6.3714556450183632E-004                  7.5699999998848755E-001                  2.4197424632953318E-001                  1.7234416803928976E-004                  4.6797044775657450E-004                  5.0517137046674733E-005                 -2.9562627971728471E-004                  3.7464543089836178E+000                 -1.4891339218806314E+001                 -1.1439139835231284E+001                  3.7464543089836182E+000                  1.1505119084848239E+000                  3.7453517722636871E+000                 -1.4891339218806314E+001                  0.0000000000000000E+000                  3.2675531034811393E-003                  2.5777592781763788E-003                  9.9999999980964482E-001                  9.9999999934553663E-001                                        5                  1.9661661597292506E-013                 -8.8327935298701679E+000                                        2                                        3   6.920551E+00   1.705217E-03   7.688158E-02   -2.454781E+00   -1.955313E+00   -1.734079E+00   -1.468452E+00   -2.128712E+00   -3.493810E+00   -2.246533E+00
                                     364                                      976                  4.4238103770698078E+007                  2.2625475202640160E+000                  3.7254931665180950E+000                  4.3550957035869686E+000                  2.2651434124047966E+004                  6.7520833694960758E-001                  3.9319596680104012E+000                  6.9872891320075787E+000                 -9.1422495331815767E+000                  7.7637920755927041E+000                  2.1473910094093625E+000                  1.7729834753067777E+001                  2.5565490430160645E-007                  9.9903132642766457E-001                  1.5678686645367279E-005                  6.4280998880144596E-006                  6.3714288374034278E-004                  7.5699999998848611E-001                  2.4197424632953313E-001                  1.7234416803928965E-004                  4.6797044775657401E-004                  5.0517137046674733E-005                 -2.9562627971728439E-004                  3.7502162841508540E+000                 -1.4898408459322550E+001                 -9.8999999999999986E+001                  3.7502162841508535E+000                  1.1482292716438429E+000                  3.7491290055899200E+000                 -1.4898408459322550E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934489658E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -1.4423098300532385E-013                 -8.8326839926749123E+000                                        2                                        3   6.921552E+00   1.703645E-03   7.690143E-02   -2.454502E+00   -1.955177E+00   -1.734003E+00   -1.468490E+00   -2.128525E+00   -3.493288E+00   -2.246309E+00
                                     365                                      976                  4.4238323419463374E+007                  2.3417287663116406E+000                  3.7249908102084111E+000                  4.3549228204679737E+000                  2.2642418878861430E+004                  6.7530292503275557E-001                  3.9317704820124386E+000                  6.9872889738275852E+000                 -9.1425772154747982E+000                  7.7632217223498730E+000                  2.1526795714735849E+000                  1.7734188342818396E+001                  1.7866144475652870E-007                  9.9903140369810295E-001                  1.5680317484912274E-005                  6.4280585111809316E-006                  6.3714101729893629E-004                  7.5699999998848488E-001                  2.4197424632953296E-001                  1.7234416803928968E-004                  4.6797044775657390E-004                  5.0517137046674693E-005                 -2.9562627971728423E-004                  3.7544354728415135E+000                 -1.4905730116809279E+001                 -9.8999999999999986E+001                  3.7544354728415135E+000                  1.1453662684902786E+000                  3.7533658028009804E+000                 -1.4905730116809279E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934407902E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -6.8934646465809439E-014                 -8.8325675543381124E+000                                        2                                        3   6.922811E+00   1.701672E-03   7.692727E-02   -2.454162E+00   -1.955018E+00   -1.733922E+00   -1.468552E+00   -2.128302E+00   -3.492640E+00   -2.246039E+00
                                     366                                      975                  4.4238586997981712E+007                  2.4209100123592653E+000                  3.7243564867392238E+000                  4.3547017020665599E+000                  2.2630893562889556E+004                  6.7542800010098747E-001                  3.9315203200890458E+000                  6.9872887841897287E+000                 -9.1429849738696678E+000                  7.7625755514579735E+000                  2.1588730432850469E+000                  1.7739319328269662E+001                  1.1788357682883758E-007                  9.9903146464833847E-001                  1.5681327406323123E-005                  6.4280261313637771E-006                  6.3713986738963028E-004                  7.5699999998848477E-001                  2.4197424632953329E-001                  1.7234416803928984E-004                  4.6797044775657445E-004                  5.0517137046674754E-005                 -2.9562627971728460E-004                  3.7590416390139518E+000                 -1.4914570687076429E+001                 -9.8999999999999986E+001                  3.7590416390139518E+000                  1.1417560394814110E+000                  3.7579920400204516E+000                 -1.4914570687076429E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934303108E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -3.5327028472879604E-013                 -8.8323267781248358E+000                                        2                                        3   6.924399E+00   1.699184E-03   7.696133E-02   -2.453747E+00   -1.954837E+00   -1.733839E+00   -1.468653E+00   -2.128038E+00   -3.491833E+00   -2.245714E+00
                                     367                                      981                  4.4238903292203732E+007                  2.5000912584068904E+000                  3.7235528195900010E+000                  4.3544173579125811E+000                  2.2616081364160054E+004                  6.7559485483433546E-001                  3.9311865964946109E+000                  6.9872885568909764E+000                 -9.1434942104836932E+000                  7.7618382482198278E+000                  2.1660723951715721E+000                  1.7745309154374052E+001                  7.2914566185643445E-008                  9.9903150970674093E-001                  1.5681845968366411E-005                  6.4280024109730699E-006                  6.3713928315592167E-004                  7.5699999998848388E-001                  2.4197424632953327E-001                  1.7234416803928984E-004                  4.6797044775657445E-004                  5.0517137046674720E-005                 -2.9562627971728460E-004                  3.7639224248915975E+000                 -1.4925215537554497E+001                 -1.1342229822223228E+001                  3.7639224248915979E+000                  1.1372029247566624E+000                  3.7628954065041236E+000                 -1.4925215537554497E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999934167694E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -1.1930169249602763E-012                 -8.8317833003484214E+000                                        2                                        3   6.926412E+00   1.696037E-03   7.700674E-02   -2.453245E+00   -1.954634E+00   -1.733763E+00   -1.468814E+00   -2.127729E+00   -3.490825E+00   -2.245328E+00
                                     368                                      981                  4.4239282845270157E+007                  2.5792725044545151E+000                  3.7225335342749322E+000                  4.3540503087506544E+000                  2.2596975188259385E+004                  6.7581931050065325E-001                  3.9307376682335273E+000                  6.9872882845321245E+000                 -9.1441310087718293E+000                  7.7610169807547589E+000                  2.1744480009655174E+000                  1.7752332162004425E+001                  4.1951262305570471E-008                  9.9903154070275546E-001                  1.5682030116126728E-005                  6.4279862591271205E-006                  6.3713908244973302E-004                  7.5699999998848344E-001                  2.4197424632953327E-001                  1.7234416803928987E-004                  4.6797044775657445E-004                  5.0517137046674774E-005                 -2.9562627971728460E-004                  3.7689288173170223E+000                 -1.4937280468254333E+001                 -9.8999999999999986E+001                  3.7689288173170223E+000                  1.1314846211766820E+000                  3.7679268789944480E+000                 -1.4937280468254333E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999933991623E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -1.6289900592666374E-012                 -8.8310379640961134E+000                                        2                                        3   6.928964E+00   1.692055E-03   7.706796E-02   -2.452644E+00   -1.954418E+00   -1.733712E+00   -1.469067E+00   -2.127376E+00   -3.489572E+00   -2.244875E+00
                                     369                                      985                  4.4239738308949865E+007                  2.6584537505021402E+000                  3.7212409917471185E+000                  4.3535746455798421E+000                  2.2572239288393543E+004                  6.7612436557837152E-001                  3.9301275378010962E+000                  6.9872879582990954E+000                 -9.1449258214921318E+000                  7.7600971141409314E+000                  2.1841514939016546E+000                  1.7760521084701530E+001                  2.2271172872379647E-008                  9.9903156038324370E-001                  1.5682024906873198E-005                  6.4279761210620843E-006                  6.3713909739800242E-004                  7.5699999998848200E-001                  2.4197424632953329E-001                  1.7234416803928995E-004                  4.6797044775657439E-004                  5.0517137046674774E-005                 -2.9562627971728444E-004                  3.7737908555409501E+000                 -1.4951165226314760E+001                 -9.8999999999999986E+001                  3.7737908555409501E+000                  1.1243279643500290E+000                  3.7728162954806743E+000                 -1.4951165226314760E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999933761485E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -3.3550710397387720E-012                 -8.8296896091810098E+000                                        2                                        3   6.932200E+00   1.687020E-03   7.715161E-02   -2.451937E+00   -1.954212E+00   -1.733717E+00   -1.469467E+00   -2.126992E+00   -3.488020E+00   -2.244361E+00
                                     370                                      986                  4.4240284865365513E+007                  2.7376349965497648E+000                  3.7196095724910792E+000                  4.3529572922420634E+000                  2.2540175451198400E+004                  6.7654336262590786E-001                  3.9292895194288908E+000                  6.9872875677085666E+000                 -9.1459132886652323E+000                  7.7590923962992884E+000                  2.1953945465286262E+000                  1.7770099924520164E+001                  1.0814884920212722E-008                  9.9903157182683966E-001                  1.5681944388190409E-005                  6.4279703002657883E-006                  6.3713919642966257E-004                  7.5699999998847944E-001                  2.4197424632953296E-001                  1.7234416803928971E-004                  4.6797044775657390E-004                  5.0517137046674706E-005                 -2.9562627971728417E-004                  3.7782300887300289E+000                 -1.4965770912426523E+001                 -9.8999999999999986E+001                  3.7782300887300289E+000                  1.1154526351825751E+000                  3.7772849853339112E+000                 -1.4965770912426523E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999933439176E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -5.0849163188729613E-012                 -8.8277140615518359E+000                                        2                                        3   6.936283E+00   1.680687E-03   7.726736E-02   -2.451137E+00   -1.954062E+00   -1.733842E+00   -1.470104E+00   -2.126611E+00   -3.486126E+00   -2.243811E+00
                                     371                                      991                  4.4240940733064294E+007                  2.8168162425973895E+000                  3.7175686474156482E+000                  4.3521554296671283E+000                  2.2498596641189219E+004                  6.7712662523806433E-001                  3.9281229651532312E+000                  6.9872871003065775E+000                 -9.1471256865966026E+000                  7.7580134777598744E+000                  2.2083845457642681E+000                  1.7781286725016617E+001                  4.7590530224028569E-009                  9.9903157786863783E-001                  1.5681857912436148E-005                  6.4279672689333164E-006                  6.3713929997045863E-004                  7.5699999998847767E-001                  2.4197424632953318E-001                  1.7234416803928990E-004                  4.6797044775657455E-004                  5.0517137046674754E-005                 -2.9562627971728466E-004                  3.7818689195443622E+000                 -1.4980322040877784E+001                 -9.8999999999999986E+001                  3.7818689195443613E+000                  1.1045432717456358E+000                  3.7809549840356027E+000                 -1.4980322040877784E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999932993222E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -9.0223423340318953E-012                 -8.8244464729966587E+000                                        2                                        3   6.941391E+00   1.672798E-03   7.742147E-02   -2.450300E+00   -1.954068E+00   -1.734205E+00   -1.471130E+00   -2.126317E+00   -3.483866E+00   -2.243297E+00
                                     372                                      993                  4.4241727774302825E+007                  2.8959974886450142E+000                  3.7150584867556193E+000                  4.3511156422838377E+000                  2.2444794956882368E+004                  6.7795111967463129E-001                  3.9264739415352903E+000                  6.9872865413035381E+000                 -9.1485833200085320E+000                  7.7568191876994472E+000                  2.2233175003914325E+000                  1.7794231958609320E+001                  1.8805292356000653E-009                  9.9903158073663612E-001                  1.5681793696957554E-005                  6.4279658518597376E-006                  6.3713937612845640E-004                  7.5699999998847445E-001                  2.4197424632953288E-001                  1.7234416803928987E-004                  4.6797044775657407E-004                  5.0517137046674740E-005                 -2.9562627971728417E-004                  3.7843781944087427E+000                 -1.4992484764629214E+001                 -1.0999807141401021E+001                  3.7843781944087431E+000                  1.0912904873224161E+000                  3.7834968671690663E+000                 -1.4992484764629214E+001                  0.0000000000000000E+000                  9.9999999980964482E-001                  9.9999999932403072E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                 -3.5485413640116299E-012                 -8.8225860417545281E+000                                        2                                        3   6.947673E+00   1.663147E-03   7.733176E-02   -2.449563E+00   -1.954426E+00   -1.735024E+00   -1.472807E+00   -2.126284E+00   -3.481287E+00   -2.242978E+00
