                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "48b8e84"                               "gfortran"                                 "15.2.0"                    "x86_64-linux-26.3.2"                                 "CRMATH"                               "20260412"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42 
                            model_number                                num_zones                                 star_age                                   log_dt                                    log_L                                 log_Teff                                     Teff                                    log_R                                    log_g                                star_mass                             log_abs_mdot                             log_center_T                           log_center_Rho                             log_center_P                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                               surface_h1                              surface_he4                              surface_c12                              surface_o16                              surface_n14                       surf_c12_minus_o16                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                       phase_of_evolution                                rel_E_err                        log_rel_run_E_err                              num_retries                                num_iters   Mag_bol   Flux_bol   Interp_rad   B   I   J   M   R   U   V
                                     401                                     1220                  4.4385153136282034E+007                  3.6866926001313933E+000                  3.8038214651270219E+000                  4.1369941532063228E+000                  1.3708633104643497E+004                  1.1505755870153616E+000                  2.9812125765625046E+000                  6.9870865554231019E+000                 -8.6126042682746675E+000                  7.9535548567295518E+000                  3.4252219800888963E+000                  1.9185413395777530E+001                  0.0000000000000000E+000                  9.9903158149400562E-001                  1.5682840507091095E-005                  6.4279709301183630E-006                  6.3713944668814611E-004                  7.5699999998786405E-001                  2.4197424632953335E-001                  1.7234416803929014E-004                  4.6797044775657455E-004                  5.0517137046674767E-005                 -2.9562627971728439E-004                  3.8474387654160549E+000                 -4.8599907208228350E+000                 -7.0009971579313124E+000                  3.8474387662740450E+000                 -5.5438272374979190E-002                  3.8473844485841018E+000                 -4.8599907208228350E+000                  0.0000000000000000E+000                  9.9999998845477167E-001                  9.9999996158036408E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  3.5764407429709319E-013                 -8.6469616814373751E+000                                        2                                        5   6.727285E+00   2.037445E-03   7.566929E-02   -3.840711E+00   -3.597478E+00   -3.478569E+00   -3.364931E+00   -3.674284E+00   -4.443938E+00   -3.722490E+00
                                     402                                     1242                  4.4389723572581187E+007                  3.6599576603034967E+000                  3.8037200888597309E+000                  4.1250927679235323E+000                  1.3338063108176337E+004                  1.1743276694472971E+000                  2.9337076795872852E+000                  6.9870747769611103E+000                 -8.5888690754837267E+000                  7.9634103483789387E+000                  3.4556328572160528E+000                  1.9225991103461784E+001                  0.0000000000000000E+000                  9.9903157914724927E-001                  1.5685182357332281E-005                  6.4279754177493601E-006                  6.3713944525859562E-004                  7.5699999998782408E-001                  2.4197424632953302E-001                  1.7234416803929003E-004                  4.6797044775657423E-004                  5.0517137046674733E-005                 -2.9562627971728417E-004                  3.8484903878553522E+000                 -4.3460188068371783E+000                 -6.7270438752767703E+000                  3.8484903906419707E+000                 -9.0244639538427554E-002                  3.8484403758476176E+000                 -4.3460188068371783E+000                  0.0000000000000000E+000                  9.9999998545529545E-001                  9.9999995245625506E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  3.2907462797383095E-013                 -8.6417410244558166E+000                                        2                                        5   6.719328E+00   2.052432E-03   7.681863E-02   -3.908580E+00   -3.681741E+00   -3.569182E+00   -3.463997E+00   -3.752163E+00   -4.483335E+00   -3.796005E+00
                                     403                                     1245                  4.4393992581685841E+007                  3.6303270810390380E+000                  3.8033439774069606E+000                  4.1131028320730429E+000                  1.2974864529366605E+004                  1.1981194854218895E+000                  2.8861233255358059E+000                  6.9870631595477093E+000                 -8.5652176372077342E+000                  7.9727796557850805E+000                  3.4841120837476609E+000                  1.9264141841415089E+001                  0.0000000000000000E+000                  9.9903157268147069E-001                  1.5691639568863825E-005                  6.4279826621013595E-006                  6.3713944069869498E-004                  7.5699999998778444E-001                  2.4197424632953318E-001                  1.7234416803929000E-004                  4.6797044775657434E-004                  5.0517137046674706E-005                 -2.9562627971728433E-004                  3.8493883984562323E+000                 -3.8657880491310115E+000                 -6.4524542968252385E+000                  3.8493884068456401E+000                 -1.2303921050583941E-001                  3.8493421198957636E+000                 -3.8657880491310115E+000                  0.0000000000000000E+000                  9.9999998152633429E-001                  9.9999994102615597E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  3.2681216649882916E-013                 -8.6366630803809645E+000                                        2                                        5   6.708564E+00   2.072882E-03   7.868588E-02   -3.984733E+00   -3.775527E+00   -3.669480E+00   -3.573040E+00   -3.839230E+00   -4.529425E+00   -3.878331E+00
                                     404                                     1242                  4.4397965735601932E+007                  3.5991353895243852E+000                  3.8027125016167616E+000                  4.1010718273007303E+000                  1.2620362435770145E+004                  1.2218657570714164E+000                  2.8386300729461982E+000                  6.9870517482725143E+000                 -8.5418012105836176E+000                  7.9810925003866746E+000                  3.5102536345308781E+000                  1.9298881171065201E+001                  0.0000000000000000E+000                  9.9903155716454650E-001                  1.5707141962555454E-005                  6.4279936140013663E-006                  6.3713942830465563E-004                  7.5699999998774292E-001                  2.4197424632953327E-001                  1.7234416803929011E-004                  4.6797044775657450E-004                  5.0517137046674747E-005                 -2.9562627971728439E-004                  3.8501914606501400E+000                 -3.4297451528046463E+000                 -6.1762114026557287E+000                  3.8501914834864324E+000                 -1.5390403318345328E-001                  3.8501484366952758E+000                 -3.4297451528046463E+000                  0.0000000000000000E+000                  9.9999997768006410E-001                  9.9999992688659356E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  3.0654634996218628E-013                 -8.6317355928394353E+000                                        2                                        5   6.693407E+00   2.102022E-03   8.198030E-02   -4.060498E+00   -3.868736E+00   -3.769377E+00   -3.681672E+00   -3.925611E+00   -4.574275E+00   -3.960111E+00
                                     405                                     1245                  4.4401656856395453E+007                  3.5671582579032646E+000                  3.8018404127816292E+000                  4.0890275728003269E+000                  1.2275171621766962E+004                  1.2455182216546570E+000                  2.7913244488142079E+000                  6.9870405674809195E+000                 -8.5186857054337377E+000                  7.9892581665184581E+000                  3.5349644253390746E+000                  1.9332035911142839E+001                  0.0000000000000000E+000                  9.9903152133353379E-001                  1.5742947350083579E-005                  6.4280099361636626E-006                  6.3713939599493378E-004                  7.5699999998769951E-001                  2.4197424632953324E-001                  1.7234416803928990E-004                  4.6797044775657390E-004                  5.0517137046674706E-005                 -2.9562627971728401E-004                  3.8508742352354290E+000                 -3.0149226866953849E+000                 -5.8860150592483418E+000                  3.8508742944694672E+000                 -1.8282854910291813E-001                  3.8508340467516962E+000                 -3.0149226866953849E+000                  0.0000000000000000E+000                  9.9999997203963409E-001                  9.9999990936839678E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  3.0149147441666995E-013                 -8.6269561927880734E+000                                        2                                        5   6.679645E+00   2.128835E-03   8.610791E-02   -4.134842E+00   -3.960728E+00   -3.868260E+00   -3.789420E+00   -4.010565E+00   -4.615608E+00   -4.040485E+00
                                     406                                     1255                  4.4405083641599871E+007                  3.5348868831101266E+000                  3.8007483201291263E+000                  4.0769893048886150E+000                  1.1939587011928417E+004                  1.2690487111518296E+000                  2.7442627898750969E+000                  6.9870296283643984E+000                 -8.4959046347201195E+000                  7.9970486988570917E+000                  3.5579062789272888E+000                  1.9363033691885335E+001                  0.0000000000000000E+000                  9.9903144338611638E-001                  1.5820848368074102E-005                  6.4280336905566668E-006                  6.3713931720541341E-004                  7.5699999998765399E-001                  2.4197424632953310E-001                  1.7234416803928992E-004                  4.6797044775657418E-004                  5.0517137046674706E-005                 -2.9562627971728428E-004                  3.8514086424221250E+000                 -2.6322338965168632E+000                 -5.5860183283514910E+000                  3.8514087851880259E+000                 -2.0986215497525795E-001                  3.8513709258363558E+000                 -2.6322338965168632E+000                  0.0000000000000000E+000                  9.9999996480015296E-001                  9.9999988774213577E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  2.8565350973365015E-013                 -8.6223270910162082E+000                                        2                                        5   6.676947E+00   2.134131E-03   8.978151E-02   -4.196694E+00   -4.039778E+00   -3.954348E+00   -3.884199E+00   -4.082509E+00   -4.642109E+00   -4.108102E+00
                                     407                                     1270                  4.4408265080319680E+007                  3.5026235623656876E+000                  3.7994549948248553E+000                  4.0649692714725250E+000                  1.1613664383936171E+004                  1.2924421153318753E+000                  2.6974753167776835E+000                  6.9870189339254773E+000                 -8.4734655579306839E+000                  8.0044253733964510E+000                  3.5792238336482178E+000                  1.9391980189808017E+001                  0.0000000000000000E+000                  9.9903128365859661E-001                  1.5980490507416950E-005                  6.4280675157309771E-006                  6.3713913761622755E-004                  7.5699999998760903E-001                  2.4197424632953313E-001                  1.7234416803928990E-004                  4.6797044775657385E-004                  5.0517137046674713E-005                 -2.9562627971728395E-004                  3.8518296875072688E+000                 -2.2790393570332128E+000                 -5.2803268455477852E+000                  3.8518300091308615E+000                 -2.3509010540448250E-001                  3.8517941340126298E+000                 -2.2790393570332128E+000                  0.0000000000000000E+000                  9.9999995675479814E-001                  9.9999986114152262E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  2.8978708691257106E-013                 -8.6178401480887885E+000                                        2                                        5   6.738827E+00   2.015901E-03   8.507817E-02   -4.196236E+00   -4.054625E+00   -3.976897E+00   -3.915061E+00   -4.090116E+00   -4.597344E+00   -4.112329E+00
                                     408                                     1271                  4.4411220211147279E+007                  3.4705767124408911E+000                  3.7979822409476176E+000                  4.0529753186285529E+000                  1.1297317091131083E+004                  1.3156936440811990E+000                  2.6509716095913816E+000                  6.9870084816247111E+000                 -8.4513648143175875E+000                  8.0113516309648105E+000                  3.5990362090673167E+000                  1.9418957970695843E+001                  0.0000000000000000E+000                  9.9903097537936125E-001                  1.6288612781476400E-005                  6.4281147990880935E-006                  6.3713875524330614E-004                  7.5699999998757095E-001                  2.4197424632953321E-001                  1.7234416803928995E-004                  4.6797044775657445E-004                  5.0517137046674699E-005                 -2.9562627971728450E-004                  3.8521457609046799E+000                 -1.9536820813296001E+000                 -4.9761348858461476E+000                  3.8521464406846215E+000                 -2.5862618276341781E-001                  3.8521121074855613E+000                 -1.9536820813296001E+000                  0.0000000000000000E+000                  9.9999994506217260E-001                  9.9999982846476820E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  2.8816092178241073E-013                 -8.6134912728366615E+000                                        2                                        5   6.742370E+00   2.009333E-03   8.114920E-02   -4.250334E+00   -4.126492E+00   -4.056343E+00   -4.003661E+00   -4.154316E+00   -4.611916E+00   -4.172221E+00
                                     409                                     1279                  4.4413967320981398E+007                  3.4388760235998435E+000                  3.7963507736262199E+000                  4.0410126925563707E+000                  1.0990379591070496E+004                  1.3388031625648655E+000                  2.6047519376090369E+000                  6.9869982653953668E+000                 -8.4295853897578468E+000                  8.0178555530316391E+000                  3.6175023934525674E+000                  1.9444154975261693E+001                  0.0000000000000000E+000                  9.9903041173786256E-001                  1.6851969439154839E-005                  6.4281802255356580E-006                  6.3713798983712413E-004                  7.5699999998754108E-001                  2.4197424632953321E-001                  1.7234416803928998E-004                  4.6797044775657472E-004                  5.0517137046674740E-005                 -2.9562627971728471E-004                  3.8523502547790005E+000                 -1.6524400908102383E+000                 -4.6782455956202540E+000                  3.8523516143513827E+000                 -2.8055949863628588E-001                  3.8523182738888075E+000                 -1.6524400908102383E+000                  0.0000000000000000E+000                  9.9999993437550383E-001                  9.9999978844272064E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  2.9863952353837999E-013                 -8.6092743297164080E+000                                        2                                        5   6.746359E+00   2.001965E-03   7.817558E-02   -4.302760E+00   -4.196919E+00   -4.134583E+00   -4.091319E+00   -4.216791E+00   -4.622833E+00   -4.230422E+00
                                     410                                     1286                  4.4416523600890741E+007                  3.4076084067749655E+000                  3.7945716032117964E+000                  4.0290839170818993E+000                  1.0692614686165001E+004                  1.3617711283065954E+000                  2.5588153852627049E+000                  6.9869882768624949E+000                 -8.4081067035805663E+000                  8.0239355209179823E+000                  3.6346940407843569E+000                  1.9467641271301972E+001                  0.0000000000000000E+000                  9.9902943323573412E-001                  1.7829967439697259E-005                  6.4282705727415421E-006                  6.3713654575993785E-004                  7.5699999998751277E-001                  2.4197424632953329E-001                  1.7234416803929009E-004                  4.6797044775657455E-004                  5.0517137046674787E-005                 -2.9562627971728450E-004                  3.8524817374860350E+000                 -1.3746167625298915E+000                 -4.3925061616309717E+000                  3.8524843144069565E+000                 -3.0101206568142569E-001                  3.8524512370703543E+000                 -1.3746167625298915E+000                  0.0000000000000000E+000                  9.9999991924583220E-001                  9.9999973942101583E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        5                  3.0796644172282878E-013                 -8.6051826901943400E+000                                        2                                        5   6.750703E+00   1.993971E-03   7.623879E-02   -4.353378E+00   -4.265940E+00   -4.211713E+00   -4.178198E+00   -4.277559E+00   -4.630377E+00   -4.286872E+00
                                     411                                     1302                  4.4418904954819150E+007                  3.3768239471596493E+000                  3.7926594566588681E+000                  4.0171918691859645E+000                  1.0403796989934979E+004                  1.3845991508220010E+000                  2.5131587329347198E+000                  6.9869785065903756E+000                 -8.3869172873903874E+000                  8.0296400858423400E+000                  3.6507395398716191E+000                  1.9489594652812926E+001                  0.0000000000000000E+000                  9.9902780938634994E-001                  1.9452949603947775E-005                  6.4283965058481024E-006                  6.3713395781953377E-004                  7.5699999998747891E-001                  2.4197424632953321E-001                  1.7234416803928998E-004                  4.6797044775657423E-004                  5.0517137046674706E-005                 -2.9562627971728428E-004                  3.8525327658995985E+000                 -1.1170598814543093E+000                 -4.1203227664066784E+000                  3.8525374284137475E+000                 -3.2009065344855181E-001                  3.8525035798386607E+000                 -1.1170598814543093E+000                  0.0000000000000000E+000                  9.9999989867283634E-001                  9.9999967946415269E-001                  9.9999999652062710E-001                  9.9999999617800284E-001                                        5                  3.0005909193214930E-013                 -8.6012139963257663E+000                                        2                                        5   6.755369E+00   1.985421E-03   7.539009E-02   -4.402298E+00   -4.333506E+00   -4.287731E+00   -4.264257E+00   -4.336615E+00   -4.634353E+00   -4.341629E+00
                                     412                                     1305                  4.4421126018265456E+007                  3.3465609646664234E+000                  3.7906314420986913E+000                  4.0053403623511112E+000                  1.0123725532483242E+004                  1.4072881572116205E+000                  2.4677801257875602E+000                  6.9869689443389067E+000                 -8.3660008041307368E+000                  8.0349882400531083E+000                  3.6657091082003785E+000                  1.9510104572496761E+001                  0.0000000000000000E+000                  9.9902522425642870E-001                  2.2036634234494951E-005                  6.4285751727849224E-006                  6.3712953468555620E-004                  7.5699999998743805E-001                  2.4197424632953304E-001                  1.7234416803928984E-004                  4.6797044775657407E-004                  5.0517137046674693E-005                 -2.9562627971728423E-004                  3.8524864452403365E+000                 -8.7846178981622580E-001                 -3.8633773318527589E+000                  3.8524945228237004E+000                 -3.3790109356736736E-001                  3.8524584289402490E+000                 -8.7846178981622580E-001                  0.0000000000000000E+000                  9.9999987450382122E-001                  9.9999960639174379E-001                  9.9999999566768105E-001                  9.9999999489600477E-001                                        5                  3.1204777546961462E-013                 -8.5973614309298938E+000                                        2                                        5   6.758210E+00   1.980233E-03   7.563772E-02   -4.451339E+00   -4.401687E+00   -4.364769E+00   -4.351725E+00   -4.395988E+00   -4.636935E+00   -4.396629E+00
                                     413                                     1309                  4.4423200324967079E+007                  3.3168729704584528E+000                  3.7884898414205153E+000                  3.9935268836316133E+000                  9.8520562696684683E+003                  1.4298443143115276E+000                  2.4226672294449303E+000                  6.9869595787788628E+000                 -8.3453392179333736E+000                  8.0400141055627437E+000                  3.6796891826158431E+000                  1.9529292099568728E+001                  0.0000000000000000E+000                  9.9902125763585892E-001                  2.6000919999361722E-005                  6.4288345573889915E-006                  6.3712228568938670E-004                  7.5699999998740053E-001                  2.4197424632953324E-001                  1.7234416803929003E-004                  4.6797044775657434E-004                  5.0517137046674740E-005                 -2.9562627971728428E-004                  3.8523793228965757E+000                 -6.5688459308642855E-001                 -3.6215624268912547E+000                  3.8523927810199021E+000                 -3.5451492906319559E-001                  3.8523523514931548E+000                 -6.5688459308642855E-001                  0.0000000000000000E+000                  9.9999984729656510E-001                  9.9999951730379688E-001                  9.9999999489600477E-001                  9.9999999355281211E-001                                        5                  2.9566268207308970E-013                 -8.5936237581824582E+000                                        2                                        5   6.754659E+00   1.986720E-03   7.691873E-02   -4.504766E+00   -4.474972E+00   -4.447390E+00   -4.445121E+00   -4.460187E+00   -4.642512E+00   -4.456304E+00
                                     414                                     1319                  4.4425140141823277E+007                  3.2877607288507384E+000                  3.7862459653049942E+000                  3.9817514411603372E+000                  9.5885169688772421E+003                  1.4522732611963198E+000                  2.3778087650737061E+000                  6.9869503989063588E+000                 -8.3249240793688255E+000                  8.0447377547050483E+000                  3.6927372111355954E+000                  1.9547234963829620E+001                  0.0000000000000000E+000                  9.9901537352760517E-001                  3.1881370796338284E-005                  6.4292195261256303E-006                  6.3711085377444836E-004                  7.5699999998736678E-001                  2.4197424632953324E-001                  1.7234416803929006E-004                  4.6797044775657477E-004                  5.0517137046674760E-005                 -2.9562627971728471E-004                  3.8521569438994727E+000                 -4.5118105923657587E-001                 -3.3948871068190418E+000                  3.8521785675799238E+000                 -3.7000697698219648E-001                  3.8521309043533472E+000                 -4.5118105923657587E-001                  0.0000000000000000E+000                  9.9999980995700144E-001                  9.9999940869618420E-001                  9.9999999355281211E-001                  9.9999999170693765E-001                                        5                  3.0194905106945067E-013                 -8.5899950504118294E+000                                        2                                        5   6.746963E+00   2.000852E-03   7.920424E-02   -4.560249E+00   -4.550844E+00   -4.533286E+00   -4.542078E+00   -4.526767E+00   -4.647834E+00   -4.518298E+00
                                     415                                     1323                  4.4426956508121014E+007                  3.2592034350695394E+000                  3.7839046285793172E+000                  3.9700130165337302E+000                  9.3328227241219083E+003                  1.4745794420866949E+000                  2.3331958435844227E+000                  6.9869413942945071E+000                 -8.3047384379979157E+000                  8.0492006881278488E+000                  3.7049376710151334E+000                  1.9564059715307284E+001                  0.0000000000000000E+000                  9.9900689497803186E-001                  4.0354345875221388E-005                  6.4298010804280146E-006                  6.3709340963951364E-004                  7.5699999998733536E-001                  2.4197424632953332E-001                  1.7234416803929011E-004                  4.6797044775657472E-004                  5.0517137046674781E-005                 -2.9562627971728460E-004                  3.8519423688924821E+000                 -2.5930159982473372E-001                 -3.1818920913643347E+000                  3.8519760233222966E+000                 -3.8451164275565547E-001                  3.8519171722369956E+000                 -2.5930159982473372E-001                  0.0000000000000000E+000                  9.9999976824100600E-001                  9.9999927680288048E-001                  9.9999999230911663E-001                  9.9999998997491846E-001                                        5                  3.0161072898622480E-013                 -8.5864676089274248E+000                                        2                                        5   6.737615E+00   2.018153E-03   8.239282E-02   -4.614936E+00   -4.626497E+00   -4.619899E+00   -4.640073E+00   -4.592992E+00   -4.649408E+00   -4.579861E+00
                                     416                                     1321                  4.4428659447593376E+007                  3.2311992120922479E+000                  3.7814724064856016E+000                  3.9583133483880895E+000                  9.0847576932669981E+003                  1.4967626673311194E+000                  2.2888288436512849E+000                  6.9869325548254908E+000                 -8.2847730341246848E+000                  8.0534231225523474E+000                  3.7163351958373818E+000                  1.9579831312264076E+001                  0.0000000000000000E+000                  9.9899499667296432E-001                  5.2244370139828038E-005                  6.4306881395009746E-006                  6.3706757546667155E-004                  7.5699999998730361E-001                  2.4197424632953327E-001                  1.7234416803929017E-004                  4.6797044775657450E-004                  5.0517137046674774E-005                 -2.9562627971728433E-004                  3.8516572412832621E+000                 -8.0243834488336732E-002                 -2.9819749813276553E+000                  3.8517081042902674E+000                 -3.9809615362581879E-001                  3.8516328045507673E+000                 -8.0243834488336732E-002                  0.0000000000000000E+000                  9.9999971452597214E-001                  9.9999911636685834E-001                  9.9999999026110320E-001                  9.9999998743658325E-001                                        7                  2.8724517084181880E-013                 -8.5830400853888094E+000                                        2                                        5   6.767139E+00   1.964014E-03   8.636847E-02   -4.629230E+00   -4.660463E+00   -4.665825E+00   -4.697417E+00   -4.617243E+00   -4.605064E+00   -4.599987E+00
                                     417                                     1317                  4.4430258112567365E+007                  3.2037574598746610E+000                  3.7789520380810080E+000                  3.9466557844045789E+000                  8.8441435779458352E+003                  1.5188176110958431E+000                  2.2447184163204352E+000                  6.9869238705022845E+000                 -8.2650214815296881E+000                  8.0574326116318620E+000                  3.7269798520484168E+000                  1.9594627557702946E+001                  0.0000000000000000E+000                  9.9897868333812578E-001                  6.8545683238498115E-005                  6.4320439189019527E-006                  6.3703030602602290E-004                  7.5699999998727152E-001                  2.4197424632953329E-001                  1.7234416803929006E-004                  4.6797044775657455E-004                  5.0517137046674787E-005                 -2.9562627971728450E-004                  3.8513115463952516E+000                  8.7227920582497953E-002                 -2.7940806020565923E+000                  3.8513864036111682E+000                 -4.1082458958345025E-001                  3.8512877965901420E+000                  8.7227920582497953E-002                  0.0000000000000000E+000                  9.9999964875261527E-001                  9.9999892135154389E-001                  9.9999998819136149E-001                  9.9999998429502190E-001                                        7                  2.9560526573887802E-013                 -8.5797045176736262E+000                                        2                                        5   6.789505E+00   1.923969E-03   8.984455E-02   -4.645963E+00   -4.700321E+00   -4.718923E+00   -4.763687E+00   -4.646595E+00   -4.563442E+00   -4.623909E+00
                                     418                                     1333                  4.4431760996363692E+007                  3.1769254020326270E+000                  3.7763508368662797E+000                  3.9350445090898285E+000                  8.6108199648347600E+003                  1.5407395611179806E+000                  2.2008739854679873E+000                  6.9869153308726508E+000                 -8.2454863663681532E+000                  8.0612538657739918E+000                  3.7369110061722997E+000                  1.9608512579853290E+001                  0.0000000000000000E+000                  9.9895676914559239E-001                  9.0442774041609331E-005                  6.4341073995833908E-006                  6.3697775771832759E-004                  7.5699999998724254E-001                  2.4197424632953329E-001                  1.7234416803929014E-004                  4.6797044775657461E-004                  5.0517137046674801E-005                 -2.9562627971728450E-004                  3.8508899195572592E+000                  2.4413765009516492E-001                 -2.6172669517436602E+000                  3.8509974608906292E+000                 -4.2277261817056866E-001                  3.8508667918097501E+000                  2.4413765009516492E-001                  0.0000000000000000E+000                  9.9999958173357961E-001                  9.9999868502809619E-001                  9.9999998545529567E-001                  9.9999998042436722E-001                                        7                  2.8986861534152087E-013                 -8.5764597498218311E+000                                        2                                        5   6.796216E+00   1.912113E-03   8.539411E-02   -4.670065E+00   -4.752465E+00   -4.785580E+00   -4.845081E+00   -4.687919E+00   -4.534455E+00   -4.657676E+00
                                     419                                     1330                  4.4433176021408260E+007                  3.1507641265190229E+000                  3.7736719232741653E+000                  3.9234808076408880E+000                  8.3845702467670435E+003                  1.5625275072198028E+000                  2.1572975707501016E+000                  6.9869069246857896E+000                 -8.2261650867525731E+000                  8.0649225969101455E+000                  3.7461774235784469E+000                  1.9621570458653107E+001                  0.0000000000000000E+000                  9.9892782021125570E-001                  1.1936777870779995E-004                  6.4372243602009876E-006                  6.3690503269537690E-004                  7.5699999998722156E-001                  2.4197424632953327E-001                  1.7234416803929019E-004                  4.6797044775657477E-004                  5.0517137046674794E-005                 -2.9562627971728460E-004                  3.8504013836184141E+000                  3.9184447090322910E-001                 -2.4501269974138196E+000                  3.8505526617707373E+000                 -4.3391218077506855E-001                  3.8503788161922317E+000                  3.9184447090322910E-001                  0.0000000000000000E+000                  9.9999948035119413E-001                  9.9999839662929746E-001                  9.9999998239853827E-001                  9.9999997562776777E-001                                        7                  2.9024368299365380E-013                 -8.5733004639093444E+000                                        2                                        4   6.803057E+00   1.900103E-03   8.165980E-02   -4.685940E+00   -4.801999E+00   -4.850691E+00   -4.926410E+00   -4.725677E+00   -4.502734E+00   -4.685558E+00
                                     420                                     1339                  4.4434510503308199E+007                  3.1253126876698452E+000                  3.7708958262998280E+000                  3.9119577403861316E+000                  8.1650291656869458E+003                  1.5841855932421478E+000                  2.1139808837652474E+000                  6.9868986403602609E+000                 -8.2070555317286225E+000                  8.0684543313459951E+000                  3.7547918459734611E+000                  1.9633830084754628E+001                  0.0000000000000000E+000                  9.9889014838601176E-001                  1.5700661154834198E-004                  6.4418842625055812E-006                  6.3680603665868787E-004                  7.5699999998718670E-001                  2.4197424632953327E-001                  1.7234416803929014E-004                  4.6797044775657461E-004                  5.0517137046674781E-005                 -2.9562627971728450E-004                  3.8499398352956100E+000                  5.3086050587127509E-001                 -2.2921596120361785E+000                  3.8501484058417597E+000                 -4.4442560502222028E-001                  3.8499177842140044E+000                  5.3086050587127509E-001                  0.0000000000000000E+000                  9.9999937471268907E-001                  9.9999804792056324E-001                  9.9999997905728977E-001                  9.9999996970181892E-001                                        7                  3.0719989204112037E-013                 -8.5702147723864801E+000                                        2                                        4   6.810143E+00   1.887743E-03   7.871127E-02   -4.692038E+00   -4.848976E+00   -4.914373E+00   -5.007628E+00   -4.759794E+00   -4.468538E+00   -4.706902E+00
                                     421                                     1340                  4.4435770912510470E+007                  3.1005115653074924E+000                  3.7680316763062618E+000                  3.9004742499718774E+000                  7.9519611566103140E+003                  1.6057204990738734E+000                  2.0709105641310996E+000                  6.9868904681687116E+000                 -8.1881730277404507E+000                  8.0718874862696808E+000                  3.7627901929978682E+000                  1.9645365307517636E+001                  0.0000000000000000E+000                  9.9884169387726840E-001                  2.0541613588747942E-004                  6.4487785138239355E-006                  6.3667295893237244E-004                  7.5699999998715106E-001                  2.4197424632953315E-001                  1.7234416803929000E-004                  4.6797044775657412E-004                  5.0517137046674733E-005                 -2.9562627971728412E-004                  3.8494388359231744E+000                  6.6244455666104074E-001                 -2.1419720434611436E+000                  3.8497215383165484E+000                 -4.5434273104793504E-001                  3.8494172578066834E+000                  6.6244455666104074E-001                  0.0000000000000000E+000                  9.9999922756850168E-001                  9.9999762334251885E-001                  9.9999997558389309E-001                  9.9999996224979526E-001                                        7                  3.0121563695938871E-013                 -8.5672012319937814E+000                                        2                                        4   6.817539E+00   1.874927E-03   7.664633E-02   -4.686687E+00   -4.893074E+00   -4.976899E+00   -5.088704E+00   -4.790394E+00   -4.431544E+00   -4.721204E+00
                                     422                                     1359                  4.4436962987143442E+007                  3.0763034464067500E+000                  3.7650795113888522E+000                  3.8890179044708977E+000                  7.7449372686248289E+003                  1.6271571076171276E+000                  2.0280368455083631E+000                  6.9868823995037497E+000                 -8.1695017639315957E+000                  8.0752496199700445E+000                  3.7701814100962201E+000                  1.9656212185617477E+001                  0.0000000000000000E+000                  9.9877995335133951E-001                  2.6709585118354429E-004                  6.4588761224119110E-006                  6.3649580478016173E-004                  7.5699999998711731E-001                  2.4197424632953313E-001                  1.7234416803928992E-004                  4.6797044775657412E-004                  5.0517137046674713E-005                 -2.9562627971728417E-004                  3.8488542403065638E+000                  7.8731097051436016E-001                 -1.9987565948474280E+000                  3.8492316060853020E+000                 -4.6369394397784935E-001                  3.8488330934071073E+000                  7.8731097051436016E-001                  0.0000000000000000E+000                  9.9999903491981901E-001                  9.9999710780934681E-001                  9.9999997203963453E-001                  9.9999995286617971E-001                                        7                  3.1990574483997092E-013                 -8.5642529588498082E+000                                        2                                        4   6.825072E+00   1.861964E-03   7.552426E-02   -4.670718E+00   -4.933825E+00   -5.037615E+00   -5.169244E+00   -4.816741E+00   -4.393639E+00   -4.728164E+00
