star_age  Teff  log_g  metallicity  Mag_bol  Flux_bol  Interp_rad  B  I  J  M  R  U  V
   3.754541E+06   2.052102E+04   4.234046E+00   0.000000E+00    8.105257E+00   5.726602E-04   4.792912E-02  -1.587519E+00  -1.114937E+00  -9.051418E-01  -6.534497E-01  -1.281125E+00  -2.577858E+00  -1.393870E+00
   4.449878E+06   2.047192E+04   4.226640E+00   0.000000E+00    8.097154E+00   5.769505E-04   4.645024E-02  -1.601540E+00  -1.129994E+00  -9.206518E-01  -6.696902E-01  -1.295763E+00  -2.590115E+00  -1.408185E+00
   5.284282E+06   2.041738E+04   4.217997E+00   0.000000E+00    8.087139E+00   5.822968E-04   4.451380E-02  -1.618163E+00  -1.147768E+00  -9.389275E-01  -6.887744E-01  -1.313070E+00  -2.604784E+00  -1.425129E+00
   6.285568E+06   2.035600E+04   4.207823E+00   0.000000E+00    8.074787E+00   5.889590E-04   4.226387E-02  -1.637993E+00  -1.168895E+00  -9.606182E-01  -7.113726E-01  -1.333669E+00  -2.622422E+00  -1.445318E+00
   7.487111E+06   2.028631E+04   4.195755E+00   0.000000E+00    8.059524E+00   5.972969E-04   3.963217E-02  -1.661801E+00  -1.194177E+00  -9.865395E-01  -7.383230E-01  -1.358349E+00  -2.643744E+00  -1.469530E+00
   8.568771E+06   2.022546E+04   4.184896E+00   0.000000E+00    8.045442E+00   6.050947E-04   3.729579E-02  -1.683384E+00  -1.217050E+00  -1.009971E+00  -7.626539E-01  -1.380695E+00  -2.663154E+00  -1.491464E+00
   9.582255E+06   2.016903E+04   4.174647E+00   0.000000E+00    8.031973E+00   6.126480E-04   3.511796E-02  -1.703839E+00  -1.238704E+00  -1.032144E+00  -7.856625E-01  -1.401857E+00  -2.681585E+00  -1.512244E+00
   1.055048E+07   2.011549E+04   4.164764E+00   0.000000E+00    8.018835E+00   6.201060E-04   3.304626E-02  -1.723629E+00  -1.259634E+00  -1.053568E+00  -8.078821E-01  -1.422320E+00  -2.699448E+00  -1.532343E+00
   1.148531E+07   2.006347E+04   4.155094E+00   0.000000E+00    8.005941E+00   6.275145E-04   3.104890E-02  -1.743010E+00  -1.280126E+00  -1.074540E+00  -8.296311E-01  -1.442356E+00  -2.716941E+00  -1.552023E+00
   1.239340E+07   2.001229E+04   4.145550E+00   0.000000E+00    7.993210E+00   6.349154E-04   2.911112E-02  -1.762138E+00  -1.300350E+00  -1.095239E+00  -8.510992E-01  -1.462131E+00  -2.734198E+00  -1.571449E+00
   1.327746E+07   1.996156E+04   4.136087E+00   0.000000E+00    7.980622E+00   6.423198E-04   2.722998E-02  -1.781085E+00  -1.320388E+00  -1.115749E+00  -8.723747E-01  -1.481722E+00  -2.751278E+00  -1.590693E+00
   1.413904E+07   1.991111E+04   4.126684E+00   0.000000E+00    7.968142E+00   6.497456E-04   2.540880E-02  -1.799901E+00  -1.340297E+00  -1.136128E+00  -8.935129E-01  -1.501186E+00  -2.768241E+00  -1.609808E+00
   1.497944E+07   1.986048E+04   4.117308E+00   0.000000E+00    7.955790E+00   6.571794E-04   2.365272E-02  -1.818621E+00  -1.360123E+00  -1.156426E+00  -9.145711E-01  -1.520563E+00  -2.785103E+00  -1.628835E+00
   1.579916E+07   1.980965E+04   4.107952E+00   0.000000E+00    7.943555E+00   6.646273E-04   2.197509E-02  -1.837264E+00  -1.379883E+00  -1.176660E+00  -9.355672E-01  -1.539872E+00  -2.801880E+00  -1.647790E+00
   1.659831E+07   1.975890E+04   4.098637E+00   0.000000E+00    7.931426E+00   6.720932E-04   2.039733E-02  -1.855803E+00  -1.399546E+00  -1.196797E+00  -9.564628E-01  -1.559083E+00  -2.818557E+00  -1.666645E+00
   1.737886E+07   1.970763E+04   4.089311E+00   0.000000E+00    7.919415E+00   6.795700E-04   1.893662E-02  -1.874304E+00  -1.419190E+00  -1.216922E+00  -9.773532E-01  -1.578270E+00  -2.835175E+00  -1.685470E+00
   1.814196E+07   1.965570E+04   4.079958E+00   0.000000E+00    7.907503E+00   6.870667E-04   1.762264E-02  -1.892800E+00  -1.438852E+00  -1.237071E+00  -9.982772E-01  -1.597466E+00  -2.851759E+00  -1.704299E+00
   1.888697E+07   1.960313E+04   4.070584E+00   0.000000E+00    7.895707E+00   6.945720E-04   1.649625E-02  -1.911273E+00  -1.458514E+00  -1.257227E+00  -1.019218E+00  -1.616656E+00  -2.868291E+00  -1.723114E+00
   1.961377E+07   1.955027E+04   4.061218E+00   0.000000E+00    7.884028E+00   7.020835E-04   1.560285E-02  -1.929679E+00  -1.478123E+00  -1.277335E+00  -1.040115E+00  -1.635788E+00  -2.884739E+00  -1.741869E+00
   2.032382E+07   1.949659E+04   4.051818E+00   0.000000E+00    7.872474E+00   7.095949E-04   1.488119E-02  -1.948077E+00  -1.497750E+00  -1.297471E+00  -1.061054E+00  -1.654930E+00  -2.901138E+00  -1.760626E+00
   2.101800E+07   1.944201E+04   4.042369E+00   0.000000E+00    7.861034E+00   7.171113E-04   1.273418E-02  -1.966488E+00  -1.517419E+00  -1.317661E+00  -1.082060E+00  -1.674104E+00  -2.917503E+00  -1.779406E+00
   2.169557E+07   1.938654E+04   4.032884E+00   0.000000E+00    7.849737E+00   7.246112E-04   1.059978E-02  -1.984880E+00  -1.537099E+00  -1.337872E+00  -1.103104E+00  -1.693278E+00  -2.933802E+00  -1.798179E+00
   2.235638E+07   1.933022E+04   4.023364E+00   0.000000E+00    7.838583E+00   7.320941E-04   8.500976E-03  -2.003254E+00  -1.556790E+00  -1.358104E+00  -1.124183E+00  -1.712452E+00  -2.950035E+00  -1.816944E+00
   2.300053E+07   1.927342E+04   4.013839E+00   0.000000E+00    7.827563E+00   7.395622E-04   6.498756E-03  -2.021572E+00  -1.576443E+00  -1.378307E+00  -1.145243E+00  -1.731583E+00  -2.966176E+00  -1.835660E+00
   2.362949E+07   1.921560E+04   4.004263E+00   0.000000E+00    7.816690E+00   7.470055E-04   4.714228E-03  -2.039891E+00  -1.596130E+00  -1.398556E+00  -1.166369E+00  -1.750736E+00  -2.982262E+00  -1.854389E+00
   2.424414E+07   1.915669E+04   3.994626E+00   0.000000E+00    7.805959E+00   7.544256E-04   3.536879E-03  -2.058230E+00  -1.615873E+00  -1.418876E+00  -1.187582E+00  -1.769933E+00  -2.998310E+00  -1.873152E+00
   2.484380E+07   1.909678E+04   3.984937E+00   0.000000E+00    7.795374E+00   7.618164E-04   3.661723E-03  -2.076578E+00  -1.635655E+00  -1.439248E+00  -1.208865E+00  -1.789157E+00  -3.014310E+00  -1.891934E+00
   2.542832E+07   1.903631E+04   3.975234E+00   0.000000E+00    7.784939E+00   7.691739E-04   5.014424E-03  -2.094883E+00  -1.655415E+00  -1.459607E+00  -1.230145E+00  -1.808352E+00  -3.030231E+00  -1.910682E+00
   2.599899E+07   1.897475E+04   3.965474E+00   0.000000E+00    7.774665E+00   7.764865E-04   6.926584E-03  -2.113203E+00  -1.675224E+00  -1.480027E+00  -1.251503E+00  -1.827584E+00  -3.046111E+00  -1.929457E+00
   2.655657E+07   1.891205E+04   3.955644E+00   0.000000E+00    7.764519E+00   7.837770E-04   9.070581E-03  -2.131559E+00  -1.695105E+00  -1.500536E+00  -1.272967E+00  -1.846876E+00  -3.061964E+00  -1.948281E+00
   2.710038E+07   1.884870E+04   3.945790E+00   0.000000E+00    7.754496E+00   7.910456E-04   1.131976E-02  -2.149883E+00  -1.714981E+00  -1.521050E+00  -1.294447E+00  -1.866153E+00  -3.077739E+00  -1.967084E+00
   2.763140E+07   1.878421E+04   3.935868E+00   0.000000E+00    7.744607E+00   7.982837E-04   1.364011E-02  -2.168230E+00  -1.734920E+00  -1.541642E+00  -1.316025E+00  -1.885480E+00  -3.093467E+00  -1.985924E+00
   2.815024E+07   1.871874E+04   3.925884E+00   0.000000E+00    7.734828E+00   8.055062E-04   1.600983E-02  -2.186603E+00  -1.754922E+00  -1.562310E+00  -1.337697E+00  -1.904856E+00  -3.109158E+00  -2.004805E+00
   2.865675E+07   1.865214E+04   3.915830E+00   0.000000E+00    7.725186E+00   8.126911E-04   1.842139E-02  -2.205001E+00  -1.774989E+00  -1.583060E+00  -1.359469E+00  -1.924283E+00  -3.124802E+00  -2.023725E+00
   2.915096E+07   1.858464E+04   3.905727E+00   0.000000E+00    7.715682E+00   8.198365E-04   2.086358E-02  -2.223396E+00  -1.795090E+00  -1.603857E+00  -1.381306E+00  -1.943732E+00  -3.140383E+00  -2.042657E+00
   2.963303E+07   1.851606E+04   3.895559E+00   0.000000E+00    7.706321E+00   8.269355E-04   2.333739E-02  -2.241810E+00  -1.815250E+00  -1.624728E+00  -1.403235E+00  -1.963226E+00  -3.155916E+00  -2.061622E+00
   3.010316E+07   1.844684E+04   3.885360E+00   0.000000E+00    7.697090E+00   8.339964E-04   2.486039E-02  -2.260204E+00  -1.835419E+00  -1.645619E+00  -1.425197E+00  -1.982719E+00  -3.171381E+00  -2.080578E+00
   3.056212E+07   1.837651E+04   3.875093E+00   0.000000E+00    7.688016E+00   8.409957E-04   2.626080E-02  -2.278618E+00  -1.855651E+00  -1.666589E+00  -1.447256E+00  -2.002260E+00  -3.186800E+00  -2.099571E+00
   3.101037E+07   1.830548E+04   3.864780E+00   0.000000E+00    7.679058E+00   8.479627E-04   2.783050E-02  -2.297045E+00  -1.875927E+00  -1.687614E+00  -1.469384E+00  -2.021834E+00  -3.202183E+00  -2.118588E+00
   3.144827E+07   1.823313E+04   3.854377E+00   0.000000E+00    7.670267E+00   8.548562E-04   2.955287E-02  -2.315523E+00  -1.896302E+00  -1.708756E+00  -1.491653E+00  -2.041490E+00  -3.217539E+00  -2.137674E+00
   3.187552E+07   1.815999E+04   3.843925E+00   0.000000E+00    7.661619E+00   8.616929E-04   3.140409E-02  -2.334009E+00  -1.916719E+00  -1.729952E+00  -1.513992E+00  -2.061177E+00  -3.232849E+00  -2.156780E+00
   3.229160E+07   1.808624E+04   3.833447E+00   0.000000E+00    7.653139E+00   8.684489E-04   3.336216E-02  -2.352459E+00  -1.937126E+00  -1.751150E+00  -1.536346E+00  -2.080842E+00  -3.248068E+00  -2.175859E+00
   3.269740E+07   1.801184E+04   3.822934E+00   0.000000E+00    7.644824E+00   8.751260E-04   3.541412E-02  -2.370887E+00  -1.957541E+00  -1.772368E+00  -1.558737E+00  -2.100504E+00  -3.263206E+00  -2.194926E+00
   3.309344E+07   1.793701E+04   3.812396E+00   0.000000E+00    7.636633E+00   8.817530E-04   3.754524E-02  -2.389288E+00  -1.977953E+00  -1.793595E+00  -1.581148E+00  -2.120155E+00  -3.278263E+00  -2.213975E+00
   3.348059E+07   1.786130E+04   3.801792E+00   0.000000E+00    7.628546E+00   8.883449E-04   3.975374E-02  -2.407718E+00  -1.998437E+00  -1.814907E+00  -1.603660E+00  -2.139862E+00  -3.293283E+00  -2.233070E+00
   3.385883E+07   1.778506E+04   3.791150E+00   0.000000E+00    7.620553E+00   8.949086E-04   4.202502E-02  -2.426145E+00  -2.018950E+00  -1.836259E+00  -1.626221E+00  -2.159589E+00  -3.308254E+00  -2.252176E+00
   3.422775E+07   1.770856E+04   3.780497E+00   0.000000E+00    7.612664E+00   9.014350E-04   4.434576E-02  -2.444531E+00  -2.039447E+00  -1.857603E+00  -1.648779E+00  -2.179294E+00  -3.323152E+00  -2.271253E+00
   3.458772E+07   1.763210E+04   3.769858E+00   0.000000E+00    7.604866E+00   9.079326E-04   4.670341E-02  -2.462852E+00  -2.059895E+00  -1.878900E+00  -1.671289E+00  -2.198944E+00  -3.337969E+00  -2.290272E+00
   3.493951E+07   1.755541E+04   3.759204E+00   0.000000E+00    7.597162E+00   9.143980E-04   4.909910E-02  -2.481150E+00  -2.080341E+00  -1.900203E+00  -1.693810E+00  -2.218587E+00  -3.352734E+00  -2.309278E+00
   3.528305E+07   1.747915E+04   3.748587E+00   0.000000E+00    7.589520E+00   9.208567E-04   5.077395E-02  -2.499369E+00  -2.100711E+00  -1.921429E+00  -1.716248E+00  -2.238154E+00  -3.367422E+00  -2.328209E+00
   3.561842E+07   1.740334E+04   3.738014E+00   0.000000E+00    7.581959E+00   9.272915E-04   4.838651E-02  -2.517493E+00  -2.120986E+00  -1.942558E+00  -1.738585E+00  -2.257625E+00  -3.382015E+00  -2.347045E+00
   3.594569E+07   1.732888E+04   3.727555E+00   0.000000E+00    7.574432E+00   9.337429E-04   4.605737E-02  -2.535443E+00  -2.141062E+00  -1.963477E+00  -1.760694E+00  -2.276908E+00  -3.396476E+00  -2.365700E+00
   3.626547E+07   1.725581E+04   3.717219E+00   0.000000E+00    7.566950E+00   9.401996E-04   4.379070E-02  -2.553206E+00  -2.160922E+00  -1.984170E+00  -1.782559E+00  -2.295985E+00  -3.410788E+00  -2.384159E+00
   3.657809E+07   1.718497E+04   3.707070E+00   0.000000E+00    7.559461E+00   9.467073E-04   4.160456E-02  -2.570713E+00  -2.180471E+00  -2.004530E+00  -1.804063E+00  -2.314770E+00  -3.424921E+00  -2.402341E+00
   3.688285E+07   1.711758E+04   3.697224E+00   0.000000E+00    7.551943E+00   9.532853E-04   3.952567E-02  -2.587811E+00  -2.199522E+00  -2.024357E+00  -1.824986E+00  -2.333087E+00  -3.438779E+00  -2.420083E+00
   3.717992E+07   1.705502E+04   3.687798E+00   0.000000E+00    7.544328E+00   9.599950E-04   3.757831E-02  -2.604365E+00  -2.217896E+00  -2.043455E+00  -1.845111E+00  -2.350775E+00  -3.452300E+00  -2.437234E+00
   3.746947E+07   1.699929E+04   3.678967E+00   0.000000E+00    7.536523E+00   9.669206E-04   3.579349E-02  -2.620176E+00  -2.235335E+00  -2.061540E+00  -1.864118E+00  -2.367597E+00  -3.465392E+00  -2.453574E+00
   3.774731E+07   1.695414E+04   3.671118E+00   0.000000E+00    7.528499E+00   9.740930E-04   3.423788E-02  -2.634718E+00  -2.251202E+00  -2.077929E+00  -1.881258E+00  -2.382958E+00  -3.477748E+00  -2.468541E+00
   3.800234E+07   1.692448E+04   3.664841E+00   0.000000E+00    7.520437E+00   9.813527E-04   3.300823E-02  -2.647091E+00  -2.264449E+00  -2.091512E+00  -1.895336E+00  -2.395868E+00  -3.488735E+00  -2.481186E+00
   3.822590E+07   1.691359E+04   3.660565E+00   0.000000E+00    7.512550E+00   9.885078E-04   3.216679E-02  -2.656604E+00  -2.274283E+00  -2.101456E+00  -1.905461E+00  -2.405570E+00  -3.497830E+00  -2.490782E+00
   3.841631E+07   1.692181E+04   3.658357E+00   0.000000E+00    7.504910E+00   9.954877E-04   3.171600E-02  -2.663131E+00  -2.280567E+00  -2.107622E+00  -1.911489E+00  -2.411933E+00  -3.504923E+00  -2.497201E+00
   3.857564E+07   1.694870E+04   3.658156E+00   0.000000E+00    7.497488E+00   1.002316E-03   3.165049E-02  -2.666770E+00  -2.283413E+00  -2.110127E+00  -1.913542E+00  -2.415062E+00  -3.510090E+00  -2.500545E+00
   3.870732E+07   1.699208E+04   3.659730E+00   0.000000E+00    7.490271E+00   1.009001E-03   3.194638E-02  -2.667853E+00  -2.283220E+00  -2.109394E+00  -1.912084E+00  -2.415332E+00  -3.513547E+00  -2.501169E+00
   3.881525E+07   1.704957E+04   3.662797E+00   0.000000E+00    7.483207E+00   1.015587E-03   3.257687E-02  -2.666793E+00  -2.280474E+00  -2.105942E+00  -1.907674E+00  -2.413201E+00  -3.515569E+00  -2.499510E+00
   3.890340E+07   1.712034E+04   3.667198E+00   0.000000E+00    7.476162E+00   1.022198E-03   3.353970E-02  -2.663869E+00  -2.275484E+00  -2.100094E+00  -1.900658E+00  -2.408964E+00  -3.516359E+00  -2.495856E+00
   3.897498E+07   1.719928E+04   3.672473E+00   0.000000E+00    7.469332E+00   1.028649E-03   3.475973E-02  -2.659635E+00  -2.268955E+00  -2.092618E+00  -1.891892E+00  -2.403271E+00  -3.516187E+00  -2.490813E+00
   3.903313E+07   1.728509E+04   3.678411E+00   0.000000E+00    7.462540E+00   1.035104E-03   3.620501E-02  -2.654462E+00  -2.261299E+00  -2.083943E+00  -1.881826E+00  -2.396518E+00  -3.515358E+00  -2.484764E+00
   3.908061E+07   1.737627E+04   3.684829E+00   0.000000E+00    7.455731E+00   1.041616E-03   3.784109E-02  -2.648631E+00  -2.252846E+00  -2.074415E+00  -1.870831E+00  -2.389016E+00  -3.514078E+00  -2.478009E+00
   3.911941E+07   1.747165E+04   3.691565E+00   0.000000E+00    7.448803E+00   1.048284E-03   3.963297E-02  -2.642416E+00  -2.243905E+00  -2.064360E+00  -1.859248E+00  -2.381064E+00  -3.512567E+00  -2.470835E+00
   3.915110E+07   1.756878E+04   3.698406E+00   0.000000E+00    7.441830E+00   1.055038E-03   4.075044E-02  -2.636083E+00  -2.234815E+00  -2.054142E+00  -1.847478E+00  -2.372975E+00  -3.510981E+00  -2.463532E+00
   3.917702E+07   1.766576E+04   3.705168E+00   0.000000E+00    7.434818E+00   1.061874E-03   4.165830E-02  -2.629883E+00  -2.225883E+00  -2.044090E+00  -1.835876E+00  -2.365035E+00  -3.509489E+00  -2.456374E+00
   3.919830E+07   1.776179E+04   3.711745E+00   0.000000E+00    7.427693E+00   1.068865E-03   4.265763E-02  -2.623995E+00  -2.217312E+00  -2.034415E+00  -1.824665E+00  -2.357441E+00  -3.508243E+00  -2.449549E+00
   3.921584E+07   1.785555E+04   3.718029E+00   0.000000E+00    7.420496E+00   1.075973E-03   4.371639E-02  -2.618550E+00  -2.209270E+00  -2.025299E+00  -1.814045E+00  -2.350347E+00  -3.507316E+00  -2.443199E+00
   3.923031E+07   1.794607E+04   3.723935E+00   0.000000E+00    7.413230E+00   1.083199E-03   4.480210E-02  -2.613663E+00  -2.201898E+00  -2.016894E+00  -1.804181E+00  -2.343886E+00  -3.506786E+00  -2.437452E+00
   3.924227E+07   1.803163E+04   3.729374E+00   0.000000E+00    7.406079E+00   1.090356E-03   4.587978E-02  -2.609373E+00  -2.195278E+00  -2.009302E+00  -1.795205E+00  -2.338123E+00  -3.506604E+00  -2.432358E+00
   3.925219E+07   1.811176E+04   3.734303E+00   0.000000E+00    7.399080E+00   1.097407E-03   4.692224E-02  -2.605716E+00  -2.189452E+00  -2.002571E+00  -1.787185E+00  -2.333092E+00  -3.506749E+00  -2.427951E+00
   3.926045E+07   1.818530E+04   3.738691E+00   0.000000E+00    7.392410E+00   1.104171E-03   4.790426E-02  -2.602662E+00  -2.184413E+00  -1.996709E+00  -1.780147E+00  -2.328779E+00  -3.507142E+00  -2.424209E+00
   3.926735E+07   1.825164E+04   3.742527E+00   0.000000E+00    7.386161E+00   1.110544E-03   4.880644E-02  -2.600183E+00  -2.180151E+00  -1.991708E+00  -1.774090E+00  -2.325167E+00  -3.507743E+00  -2.421110E+00
   3.927314E+07   1.831036E+04   3.745826E+00   0.000000E+00    7.380444E+00   1.116406E-03   4.961624E-02  -2.598209E+00  -2.176606E+00  -1.987512E+00  -1.768960E+00  -2.322194E+00  -3.508478E+00  -2.418588E+00
   3.927803E+07   1.836117E+04   3.748613E+00   0.000000E+00    7.375366E+00   1.121640E-03   5.032553E-02  -2.596657E+00  -2.173699E+00  -1.984043E+00  -1.764686E+00  -2.319780E+00  -3.509258E+00  -2.416564E+00
   3.928218E+07   1.840424E+04   3.750927E+00   0.000000E+00    7.370972E+00   1.126189E-03   5.056740E-02  -2.595449E+00  -2.171347E+00  -1.981217E+00  -1.761176E+00  -2.317844E+00  -3.510020E+00  -2.414957E+00
   3.928572E+07   1.843974E+04   3.752812E+00   0.000000E+00    7.367311E+00   1.129993E-03   5.033392E-02  -2.594505E+00  -2.169461E+00  -1.978941E+00  -1.758338E+00  -2.316301E+00  -3.510693E+00  -2.413685E+00
   3.928877E+07   1.846799E+04   3.754312E+00   0.000000E+00    7.364408E+00   1.133018E-03   5.015777E-02  -2.593750E+00  -2.167960E+00  -1.977129E+00  -1.756079E+00  -2.315071E+00  -3.511222E+00  -2.412670E+00
   3.929140E+07   1.848956E+04   3.755474E+00   0.000000E+00    7.362243E+00   1.135280E-03   5.002557E-02  -2.593125E+00  -2.166767E+00  -1.975700E+00  -1.754308E+00  -2.314086E+00  -3.511576E+00  -2.411848E+00
   3.929369E+07   1.850500E+04   3.756344E+00   0.000000E+00    7.360791E+00   1.136798E-03   4.988042E-02  -2.592582E+00  -2.165817E+00  -1.974582E+00  -1.752946E+00  -2.313285E+00  -3.511730E+00  -2.411164E+00
   3.929570E+07   1.851500E+04   3.756963E+00   0.000000E+00    7.359992E+00   1.137636E-03   4.971384E-02  -2.592089E+00  -2.165061E+00  -1.973717E+00  -1.751922E+00  -2.312624E+00  -3.511685E+00  -2.410580E+00
   3.929746E+07   1.852028E+04   3.757371E+00   0.000000E+00    7.359773E+00   1.137865E-03   4.961036E-02  -2.591623E+00  -2.164457E+00  -1.973056E+00  -1.751178E+00  -2.312071E+00  -3.511453E+00  -2.410067E+00
   3.929903E+07   1.852151E+04   3.757601E+00   0.000000E+00    7.360060E+00   1.137565E-03   4.955990E-02  -2.591174E+00  -2.163975E+00  -1.972562E+00  -1.750665E+00  -2.311602E+00  -3.511052E+00  -2.409608E+00
   3.930043E+07   1.851937E+04   3.757683E+00   0.000000E+00    7.360767E+00   1.136824E-03   4.955332E-02  -2.590737E+00  -2.163595E+00  -1.972206E+00  -1.750343E+00  -2.311201E+00  -3.510510E+00  -2.409192E+00
   3.930169E+07   1.851447E+04   3.757644E+00   0.000000E+00    7.361817E+00   1.135725E-03   4.958313E-02  -2.590312E+00  -2.163299E+00  -1.971965E+00  -1.750181E+00  -2.310860E+00  -3.509854E+00  -2.408814E+00
   3.930282E+07   1.850737E+04   3.757504E+00   0.000000E+00    7.363135E+00   1.134347E-03   4.964277E-02  -2.589904E+00  -2.163078E+00  -1.971824E+00  -1.750152E+00  -2.310572E+00  -3.509115E+00  -2.408473E+00
   3.930386E+07   1.849854E+04   3.757282E+00   0.000000E+00    7.364656E+00   1.132759E-03   4.971337E-02  -2.589518E+00  -2.162925E+00  -1.971769E+00  -1.750238E+00  -2.310334E+00  -3.508317E+00  -2.408169E+00
   3.930480E+07   1.848838E+04   3.756994E+00   0.000000E+00    7.366320E+00   1.131025E-03   4.972317E-02  -2.589159E+00  -2.162834E+00  -1.971790E+00  -1.750421E+00  -2.310146E+00  -3.507487E+00  -2.407905E+00
   3.930566E+07   1.847735E+04   3.756654E+00   0.000000E+00    7.368065E+00   1.129209E-03   4.974008E-02  -2.588834E+00  -2.162801E+00  -1.971879E+00  -1.750685E+00  -2.310008E+00  -3.506651E+00  -2.407684E+00
   3.930645E+07   1.846571E+04   3.756274E+00   0.000000E+00    7.369850E+00   1.127353E-03   4.976354E-02  -2.588547E+00  -2.162821E+00  -1.972028E+00  -1.751019E+00  -2.309917E+00  -3.505825E+00  -2.407505E+00
   3.930717E+07   1.845374E+04   3.755863E+00   0.000000E+00    7.371642E+00   1.125494E-03   4.979291E-02  -2.588299E+00  -2.162890E+00  -1.972230E+00  -1.751411E+00  -2.309871E+00  -3.505023E+00  -2.407369E+00
   3.930784E+07   1.844168E+04   3.755432E+00   0.000000E+00    7.373404E+00   1.123669E-03   4.982738E-02  -2.588093E+00  -2.163003E+00  -1.972477E+00  -1.751849E+00  -2.309869E+00  -3.504260E+00  -2.407276E+00
   3.930845E+07   1.842967E+04   3.754986E+00   0.000000E+00    7.375120E+00   1.121894E-03   4.986637E-02  -2.587929E+00  -2.163156E+00  -1.972763E+00  -1.752327E+00  -2.309907E+00  -3.503540E+00  -2.407224E+00
   3.930902E+07   1.841782E+04   3.754531E+00   0.000000E+00    7.376777E+00   1.120183E-03   4.990927E-02  -2.587804E+00  -2.163346E+00  -1.973084E+00  -1.752835E+00  -2.309983E+00  -3.502868E+00  -2.407210E+00
   3.930955E+07   1.840624E+04   3.754072E+00   0.000000E+00    7.378364E+00   1.118548E-03   4.995543E-02  -2.587718E+00  -2.163567E+00  -1.973434E+00  -1.753369E+00  -2.310093E+00  -3.502246E+00  -2.407232E+00
   3.931004E+07   1.839492E+04   3.753610E+00   0.000000E+00    7.379881E+00   1.116985E-03   5.000455E-02  -2.587667E+00  -2.163817E+00  -1.973809E+00  -1.753924E+00  -2.310234E+00  -3.501672E+00  -2.407287E+00
   3.931051E+07   1.838387E+04   3.753146E+00   0.000000E+00    7.381330E+00   1.115495E-03   5.005632E-02  -2.587650E+00  -2.164094E+00  -1.974209E+00  -1.754499E+00  -2.310405E+00  -3.501145E+00  -2.407374E+00
   3.931095E+07   1.837292E+04   3.752672E+00   0.000000E+00    7.382737E+00   1.114051E-03   5.011148E-02  -2.587666E+00  -2.164401E+00  -1.974637E+00  -1.755101E+00  -2.310606E+00  -3.500654E+00  -2.407492E+00
   3.931139E+07   1.836173E+04   3.752175E+00   0.000000E+00    7.384140E+00   1.112613E-03   5.017179E-02  -2.587717E+00  -2.164749E+00  -1.975109E+00  -1.755751E+00  -2.310846E+00  -3.500188E+00  -2.407647E+00
   3.931192E+07   1.834787E+04   3.751537E+00   0.000000E+00    7.385827E+00   1.110885E-03   5.025259E-02  -2.587833E+00  -2.165235E+00  -1.975749E+00  -1.756610E+00  -2.311198E+00  -3.499664E+00  -2.407893E+00
   3.931255E+07   1.833068E+04   3.750711E+00   0.000000E+00    7.387836E+00   1.108832E-03   5.036248E-02  -2.588064E+00  -2.165924E+00  -1.976629E+00  -1.757763E+00  -2.311721E+00  -3.499101E+00  -2.408285E+00
   3.931310E+07   1.831536E+04   3.749945E+00   0.000000E+00    7.389555E+00   1.107077E-03   5.044690E-02  -2.588344E+00  -2.166613E+00  -1.977487E+00  -1.758865E+00  -2.312261E+00  -3.498673E+00  -2.408708E+00
   3.931362E+07   1.830056E+04   3.749177E+00   0.000000E+00    7.391149E+00   1.105453E-03   5.025286E-02  -2.588683E+00  -2.167347E+00  -1.978386E+00  -1.759998E+00  -2.312852E+00  -3.498329E+00  -2.409185E+00
   3.931413E+07   1.828579E+04   3.748382E+00   0.000000E+00    7.392671E+00   1.103905E-03   5.005513E-02  -2.589094E+00  -2.168153E+00  -1.979355E+00  -1.761202E+00  -2.313514E+00  -3.498057E+00  -2.409734E+00
   3.931475E+07   1.826777E+04   3.747367E+00   0.000000E+00    7.394421E+00   1.102127E-03   4.980740E-02  -2.589705E+00  -2.169247E+00  -1.980649E+00  -1.762782E+00  -2.314432E+00  -3.497837E+00  -2.410513E+00
   3.931548E+07   1.824582E+04   3.746061E+00   0.000000E+00    7.396385E+00   1.100135E-03   4.949533E-02  -2.590623E+00  -2.170753E+00  -1.982399E+00  -1.764881E+00  -2.315724E+00  -3.497742E+00  -2.411635E+00
   3.931611E+07   1.822675E+04   3.744870E+00   0.000000E+00    7.397955E+00   1.098546E-03   4.921626E-02  -2.591561E+00  -2.172203E+00  -1.984060E+00  -1.766845E+00  -2.316987E+00  -3.497801E+00  -2.412751E+00
   3.931671E+07   1.820875E+04   3.743694E+00   0.000000E+00    7.399312E+00   1.097173E-03   4.894518E-02  -2.592576E+00  -2.173701E+00  -1.985758E+00  -1.768829E+00  -2.318308E+00  -3.497985E+00  -2.413933E+00
   3.931729E+07   1.819116E+04   3.742493E+00   0.000000E+00    7.400514E+00   1.095959E-03   4.867243E-02  -2.593697E+00  -2.175295E+00  -1.987547E+00  -1.770898E+00  -2.319729E+00  -3.498295E+00  -2.415217E+00
   3.931786E+07   1.817364E+04   3.741243E+00   0.000000E+00    7.401583E+00   1.094880E-03   4.839293E-02  -2.594944E+00  -2.177014E+00  -1.989460E+00  -1.773091E+00  -2.321275E+00  -3.498735E+00  -2.416626E+00
   3.931856E+07   1.815265E+04   3.739668E+00   0.000000E+00    7.402674E+00   1.093781E-03   4.804597E-02  -2.596634E+00  -2.179268E+00  -1.991948E+00  -1.775912E+00  -2.323322E+00  -3.499458E+00  -2.418510E+00
