star_age  Teff  log_g  metallicity  Mag_bol  Flux_bol  Interp_rad  B  I  J  M  R  U  V
   8.497990E+03   4.628305E+03   2.030388E+00   0.000000E+00    9.065795E+00   2.364188E-04   6.617040E-03  -9.373272E-01  -3.264256E+00  -3.889344E+00  -4.505563E+00  -2.757726E+00   7.294951E-02  -2.040858E+00
   9.346749E+03   4.650177E+03   2.061837E+00   0.000000E+00    9.123967E+00   2.240853E-04   1.255235E-02  -9.028573E-01  -3.206325E+00  -3.824934E+00  -4.433982E+00  -2.704888E+00   8.189290E-02  -1.995117E+00
   1.014935E+04   4.668931E+03   2.088935E+00   0.000000E+00    9.174244E+00   2.139451E-04   1.787219E-02  -8.726957E-01  -3.156124E+00  -3.769245E+00  -4.372259E+00  -2.658988E+00   9.021864E-02  -1.955245E+00
   1.108103E+04   4.689297E+03   2.117579E+00   0.000000E+00    9.226956E+00   2.038064E-04   2.355198E-02  -8.415771E-01  -3.103368E+00  -3.710597E+00  -4.307153E+00  -2.610846E+00   9.788124E-02  -1.913589E+00
   1.212198E+04   4.709580E+03   2.146564E+00   0.000000E+00    9.280663E+00   1.939702E-04   2.932561E-02  -8.092088E-01  -3.049461E+00  -3.650895E+00  -4.241170E+00  -2.561480E+00   1.068719E-01  -1.870630E+00
   1.311624E+04   4.728098E+03   2.171793E+00   0.000000E+00    9.326668E+00   1.859229E-04   3.436174E-02  -7.824637E-01  -3.003153E+00  -3.599357E+00  -4.183980E+00  -2.519282E+00   1.125037E-01  -1.834231E+00
   1.428626E+04   4.747543E+03   2.198772E+00   0.000000E+00    9.376250E+00   1.776234E-04   3.975454E-02  -7.529971E-01  -2.953097E+00  -3.543874E+00  -4.122716E+00  -2.473509E+00   1.196090E-01  -1.794504E+00
   1.560045E+04   4.768067E+03   2.226145E+00   0.000000E+00    9.425896E+00   1.696843E-04   4.523058E-02  -7.242413E-01  -2.902832E+00  -3.487945E+00  -4.060770E+00  -2.427722E+00   1.250533E-01  -1.755021E+00
   1.684409E+04   4.785813E+03   2.249628E+00   0.000000E+00    9.468448E+00   1.631627E-04   4.993156E-02  -6.993495E-01  -2.859686E+00  -3.439947E+00  -4.007624E+00  -2.388388E+00   1.302793E-01  -1.721053E+00
   1.831756E+04   4.805456E+03   2.274806E+00   0.000000E+00    9.513594E+00   1.565174E-04   4.505449E-02  -6.733220E-01  -2.813826E+00  -3.388765E+00  -3.950784E+00  -2.346691E+00   1.352338E-01  -1.685209E+00
   1.997630E+04   4.825561E+03   2.300208E+00   0.000000E+00    9.558969E+00   1.501109E-04   3.999134E-02  -6.471097E-01  -2.767652E+00  -3.337196E+00  -3.893488E+00  -2.304716E+00   1.405524E-01  -1.649138E+00
   2.152644E+04   4.843432E+03   2.321536E+00   0.000000E+00    9.596245E+00   1.450447E-04   3.574928E-02  -6.265077E-01  -2.729619E+00  -3.294409E+00  -3.845640E+00  -2.270368E+00   1.432862E-01  -1.619965E+00
   2.337596E+04   4.862981E+03   2.344322E+00   0.000000E+00    9.635731E+00   1.398645E-04   3.123027E-02  -6.049428E-01  -2.689239E+00  -3.248877E+00  -3.794630E+00  -2.233968E+00   1.458566E-01  -1.589157E+00
   2.546259E+04   4.883819E+03   2.367025E+00   0.000000E+00    9.673939E+00   1.350282E-04   2.671205E-02  -5.854592E-01  -2.650010E+00  -3.204212E+00  -3.744166E+00  -2.198928E+00   1.457844E-01  -1.559997E+00
   2.738413E+04   4.901583E+03   2.385403E+00   0.000000E+00    9.704128E+00   1.313254E-04   2.301698E-02  -5.709661E-01  -2.618886E+00  -3.168500E+00  -3.703556E+00  -2.171331E+00   1.440298E-01  -1.537355E+00
   2.968998E+04   4.921883E+03   2.404684E+00   0.000000E+00    9.734393E+00   1.277153E-04   1.913709E-02  -5.583408E-01  -2.587482E+00  -3.131909E+00  -3.661401E+00  -2.143914E+00   1.385767E-01  -1.515534E+00
   3.230316E+04   4.943708E+03   2.423266E+00   0.000000E+00    9.761635E+00   1.245506E-04   1.539440E-02  -5.497405E-01  -2.558926E+00  -3.097841E+00  -3.621394E+00  -2.119594E+00   1.282619E-01  -1.497159E+00
   3.466532E+04   4.962488E+03   2.437204E+00   0.000000E+00    9.780002E+00   1.224614E-04   1.258515E-02  -5.471673E-01  -2.539354E+00  -3.073580E+00  -3.592058E+00  -2.103629E+00   1.149974E-01  -1.486254E+00
   3.697703E+04   4.980250E+03   2.448385E+00   0.000000E+00    9.792417E+00   1.210690E-04   1.033174E-02  -5.494919E-01  -2.525735E+00  -3.055572E+00  -3.569278E+00  -2.093394E+00   9.809582E-02  -1.480759E+00
   3.975107E+04   5.001226E+03   2.458935E+00   0.000000E+00    9.800498E+00   1.201713E-04   8.212953E-03  -5.585923E-01  -2.516155E+00  -3.040862E+00  -3.548972E+00  -2.087776E+00   7.230787E-02  -1.480687E+00
   4.306704E+04   5.025888E+03   2.467692E+00   0.000000E+00    9.800985E+00   1.201175E-04   6.485477E-03  -5.778521E-01  -2.513846E+00  -3.032583E+00  -3.534158E+00  -2.090077E+00   3.447102E-02  -1.489409E+00
   4.601882E+04   5.047855E+03   2.471541E+00   0.000000E+00    9.791651E+00   1.211546E-04   5.784130E-03  -6.042819E-01  -2.521541E+00  -3.035003E+00  -3.530776E+00  -2.101833E+00  -7.379952E-03  -1.506776E+00
   4.886780E+04   5.069630E+03   2.471767E+00   0.000000E+00    9.773525E+00   1.231942E-04   5.841688E-03  -6.389516E-01  -2.538019E+00  -3.046294E+00  -3.536338E+00  -2.122297E+00  -5.639559E-02  -1.532715E+00
   5.228658E+04   5.097245E+03   2.468446E+00   0.000000E+00    9.741644E+00   1.268651E-04   6.648256E-03  -6.913529E-01  -2.567749E+00  -3.069510E+00  -3.552368E+00  -2.157022E+00  -1.259164E-01  -1.574280E+00
   5.626533E+04   5.131906E+03   2.460810E+00   0.000000E+00    9.693151E+00   1.326599E-04   8.239166E-03  -7.650418E-01  -2.613403E+00  -3.107099E+00  -3.581132E+00  -2.208860E+00  -2.197692E-01  -1.634570E+00
   5.973923E+04   5.165367E+03   2.450732E+00   0.000000E+00    9.639751E+00   1.393476E-04   1.002036E-02  -8.422945E-01  -2.663886E+00  -3.149920E+00  -3.615664E+00  -2.265226E+00  -3.153154E-01  -1.698987E+00
   6.302238E+04   5.200543E+03   2.441288E+00   0.000000E+00    9.586670E+00   1.463296E-04   1.179037E-02  -9.201109E-01  -2.713651E+00  -3.191776E+00  -3.649139E+00  -2.321079E+00  -4.118202E-01  -1.763219E+00
   6.623768E+04   5.238291E+03   2.435264E+00   0.000000E+00    9.540160E+00   1.527342E-04   1.294962E-02  -9.928712E-01  -2.756266E+00  -3.226087E+00  -3.674870E+00  -2.370116E+00  -5.045487E-01  -1.821171E+00
   6.944135E+04   5.278928E+03   2.434183E+00   0.000000E+00    9.503825E+00   1.579319E-04   1.317802E-02  -1.057045E+00  -2.788044E+00  -3.249135E+00  -3.689167E+00  -2.408677E+00  -5.901174E-01  -1.869233E+00
   7.298809E+04   5.326850E+03   2.439192E+00   0.000000E+00    9.477079E+00   1.618708E-04   1.227332E-02  -1.115697E+00  -2.809098E+00  -3.260139E+00  -3.690484E+00  -2.437552E+00  -6.731988E-01  -1.909099E+00
   7.675332E+04   5.381064E+03   2.449391E+00   0.000000E+00    9.458613E+00   1.646473E-04   1.043990E-02  -1.169102E+00  -2.820740E+00  -3.260693E+00  -3.680720E+00  -2.457838E+00  -7.529029E-01  -1.941562E+00
   8.031425E+04   5.435824E+03   2.461749E+00   0.000000E+00    9.445541E+00   1.666417E-04   7.773648E-03  -1.216341E+00  -2.826522E+00  -3.255545E+00  -3.665672E+00  -2.472163E+00  -8.250988E-01  -1.967943E+00
   8.381339E+04   5.494654E+03   2.476595E+00   0.000000E+00    9.435845E+00   1.681365E-04   4.682371E-03  -1.261663E+00  -2.827934E+00  -3.245482E+00  -3.645440E+00  -2.482570E+00  -8.953591E-01  -1.991083E+00
   8.748123E+04   5.571469E+03   2.497632E+00   0.000000E+00    9.428070E+00   1.693448E-04   1.608292E-03  -1.314055E+00  -2.824386E+00  -3.227323E+00  -3.614848E+00  -2.490492E+00  -9.773479E-01  -2.015250E+00
   9.127416E+04   5.665587E+03   2.523966E+00   0.000000E+00    9.421180E+00   1.704229E-04   5.125428E-03  -1.372429E+00  -2.816802E+00  -3.202405E+00  -3.575778E+00  -2.496534E+00  -1.068085E+00  -2.040511E+00
   9.499500E+04   5.768596E+03   2.552199E+00   0.000000E+00    9.413427E+00   1.716442E-04   1.044742E-02  -1.433803E+00  -2.807802E+00  -3.175059E+00  -3.533519E+00  -2.502025E+00  -1.158336E+00  -2.066499E+00
   9.871280E+04   5.883144E+03   2.582762E+00   0.000000E+00    9.404433E+00   1.730719E-04   1.674213E-02  -1.498265E+00  -2.797463E+00  -3.145046E+00  -3.487519E+00  -2.507293E+00  -1.249835E+00  -2.093561E+00
   1.025054E+05   6.005168E+03   2.614033E+00   0.000000E+00    9.393414E+00   1.748375E-04   2.280690E-02  -1.564791E+00  -2.786940E+00  -3.114343E+00  -3.440193E+00  -2.512821E+00  -1.338108E+00  -2.121733E+00
   1.064847E+05   6.135843E+03   2.645872E+00   0.000000E+00    9.379519E+00   1.770893E-04   2.927757E-02  -1.633833E+00  -2.776906E+00  -3.083551E+00  -3.391771E+00  -2.519368E+00  -1.424423E+00  -2.151820E+00
   1.105426E+05   6.272277E+03   2.677111E+00   0.000000E+00    9.362110E+00   1.799518E-04   3.542551E-02  -1.705044E+00  -2.768349E+00  -3.054179E+00  -3.344094E+00  -2.527478E+00  -1.506882E+00  -2.184048E+00
   1.145468E+05   6.410538E+03   2.706674E+00   0.000000E+00    9.341449E+00   1.834089E-04   4.137949E-02  -1.776097E+00  -2.761939E+00  -3.027530E+00  -3.298878E+00  -2.537371E+00  -1.583981E+00  -2.217762E+00
   1.166841E+05   6.487345E+03   2.721618E+00   0.000000E+00    9.327134E+00   1.858431E-04   4.432438E-02  -1.816984E+00  -2.760815E+00  -3.015499E+00  -3.276526E+00  -2.545049E+00  -1.625933E+00  -2.238539E+00
   1.188213E+05   6.564636E+03   2.736364E+00   0.000000E+00    9.312595E+00   1.883485E-04   4.729317E-02  -1.857156E+00  -2.759552E+00  -3.003497E+00  -3.254066E+00  -2.552480E+00  -1.665853E+00  -2.259046E+00
   1.213860E+05   6.658630E+03   2.753826E+00   0.000000E+00    9.294634E+00   1.914901E-04   4.927396E-02  -1.904663E+00  -2.758138E+00  -2.989331E+00  -3.227110E+00  -2.561447E+00  -1.711714E+00  -2.283642E+00
   1.244637E+05   6.774008E+03   2.774417E+00   0.000000E+00    9.271513E+00   1.956117E-04   4.511963E-02  -1.962255E+00  -2.756793E+00  -2.972795E+00  -3.195127E+00  -2.572480E+00  -1.765654E+00  -2.313699E+00
   1.281568E+05   6.916725E+03   2.798648E+00   0.000000E+00    9.241410E+00   2.011110E-04   4.031014E-02  -2.032114E+00  -2.756005E+00  -2.953789E+00  -3.157231E+00  -2.586634E+00  -1.828569E+00  -2.351204E+00
   1.325886E+05   7.094743E+03   2.827159E+00   0.000000E+00    9.202466E+00   2.084556E-04   3.462811E-02  -2.116884E+00  -2.755175E+00  -2.931462E+00  -3.112594E+00  -2.603496E+00  -1.902988E+00  -2.396179E+00
   1.371849E+05   7.288351E+03   2.855958E+00   0.000000E+00    9.157975E+00   2.171752E-04   2.882014E-02  -2.206873E+00  -2.755006E+00  -2.909322E+00  -3.067803E+00  -2.621475E+00  -1.980502E+00  -2.443652E+00
   1.414582E+05   7.477456E+03   2.882020E+00   0.000000E+00    9.112050E+00   2.265583E-04   2.360093E-02  -2.294886E+00  -2.755162E+00  -2.889452E+00  -3.027732E+00  -2.638183E+00  -2.054704E+00  -2.488584E+00
   1.455332E+05   7.666491E+03   2.906451E+00   0.000000E+00    9.064752E+00   2.366461E-04   1.879588E-02  -2.378694E+00  -2.755533E+00  -2.871021E+00  -2.990891E+00  -2.653763E+00  -2.129310E+00  -2.530703E+00
   1.494681E+05   7.857755E+03   2.929802E+00   0.000000E+00    9.016034E+00   2.475064E-04   1.422947E-02  -2.454387E+00  -2.756846E+00  -2.854433E+00  -2.956693E+00  -2.669695E+00  -2.204826E+00  -2.571059E+00
   1.532927E+05   8.052513E+03   2.952409E+00   0.000000E+00    8.966049E+00   2.591673E-04   9.585048E-03  -2.520889E+00  -2.759596E+00  -2.839915E+00  -2.924688E+00  -2.686315E+00  -2.283353E+00  -2.608820E+00
   1.570221E+05   8.251442E+03   2.974485E+00   0.000000E+00    8.915046E+00   2.716325E-04   5.103126E-03  -2.579125E+00  -2.763354E+00  -2.826949E+00  -2.894318E+00  -2.702689E+00  -2.366217E+00  -2.642351E+00
   1.606647E+05   8.454927E+03   2.996188E+00   0.000000E+00    8.863166E+00   2.849269E-04   1.233172E-03  -2.632438E+00  -2.765076E+00  -2.812847E+00  -2.864875E+00  -2.715796E+00  -2.449830E+00  -2.671331E+00
   1.642253E+05   8.663186E+03   3.017641E+00   0.000000E+00    8.810724E+00   2.990269E-04   3.991649E-03  -2.678405E+00  -2.765325E+00  -2.798345E+00  -2.836974E+00  -2.726372E+00  -2.534277E+00  -2.695406E+00
   1.677078E+05   8.876332E+03   3.038937E+00   0.000000E+00    8.758130E+00   3.138687E-04   8.229056E-03  -2.715990E+00  -2.763631E+00  -2.783150E+00  -2.809952E+00  -2.734156E+00  -2.615967E+00  -2.714251E+00
   1.711152E+05   9.094420E+03   3.060158E+00   0.000000E+00    8.705583E+00   3.294326E-04   1.220168E-02  -2.745728E+00  -2.759825E+00  -2.766890E+00  -2.782595E+00  -2.739006E+00  -2.691799E+00  -2.728121E+00
   1.744509E+05   9.317432E+03   3.081361E+00   0.000000E+00    8.653234E+00   3.457055E-04   1.633671E-02  -2.769010E+00  -2.754055E+00  -2.749563E+00  -2.754096E+00  -2.741320E+00  -2.760485E+00  -2.737948E+00
   1.777187E+05   9.545355E+03   3.102601E+00   0.000000E+00    8.601303E+00   3.626427E-04   2.054335E-02  -2.787173E+00  -2.746678E+00  -2.731598E+00  -2.724677E+00  -2.741946E+00  -2.822834E+00  -2.744940E+00
   1.809229E+05   9.778220E+03   3.123931E+00   0.000000E+00    8.549948E+00   3.802077E-04   2.479367E-02  -2.801375E+00  -2.738189E+00  -2.713152E+00  -2.694827E+00  -2.741246E+00  -2.880985E+00  -2.749685E+00
   1.840680E+05   1.001609E+04   3.145405E+00   0.000000E+00    8.499308E+00   3.983611E-04   2.908308E-02  -2.812275E+00  -2.728933E+00  -2.694405E+00  -2.664794E+00  -2.739607E+00  -2.936116E+00  -2.752708E+00
   1.871586E+05   1.025903E+04   3.167071E+00   0.000000E+00    8.449469E+00   4.170734E-04   3.341471E-02  -2.820560E+00  -2.718518E+00  -2.675015E+00  -2.634592E+00  -2.736608E+00  -2.988479E+00  -2.753882E+00
   1.901990E+05   1.050708E+04   3.188969E+00   0.000000E+00    8.400569E+00   4.362870E-04   3.779420E-02  -2.826294E+00  -2.706988E+00  -2.654964E+00  -2.604215E+00  -2.732260E+00  -3.038321E+00  -2.753260E+00
   1.931938E+05   1.076030E+04   3.211138E+00   0.000000E+00    8.352685E+00   4.559594E-04   4.222825E-02  -2.829724E+00  -2.694203E+00  -2.634128E+00  -2.573565E+00  -2.726500E+00  -3.085409E+00  -2.750927E+00
   1.961474E+05   1.101875E+04   3.233611E+00   0.000000E+00    8.305918E+00   4.760285E-04   4.672389E-02  -2.830864E+00  -2.680027E+00  -2.612282E+00  -2.542550E+00  -2.719082E+00  -3.129608E+00  -2.746706E+00
   1.990642E+05   1.128250E+04   3.256416E+00   0.000000E+00    8.260322E+00   4.964453E-04   4.872179E-02  -2.829804E+00  -2.664370E+00  -2.589286E+00  -2.510962E+00  -2.709916E+00  -3.170620E+00  -2.740595E+00
   2.019485E+05   1.155163E+04   3.279580E+00   0.000000E+00    8.215973E+00   5.171431E-04   4.409797E-02  -2.826482E+00  -2.647010E+00  -2.564903E+00  -2.478550E+00  -2.698758E+00  -3.207987E+00  -2.732412E+00
   2.048047E+05   1.182622E+04   3.303125E+00   0.000000E+00    8.172930E+00   5.380569E-04   3.940918E-02  -2.820968E+00  -2.627905E+00  -2.539044E+00  -2.445091E+00  -2.685611E+00  -3.241537E+00  -2.722205E+00
   2.076368E+05   1.210635E+04   3.327068E+00   0.000000E+00    8.131221E+00   5.591284E-04   3.466202E-02  -2.813201E+00  -2.606910E+00  -2.511551E+00  -2.410384E+00  -2.670309E+00  -3.271005E+00  -2.709851E+00
   2.104491E+05   1.239212E+04   3.351422E+00   0.000000E+00    8.090892E+00   5.802877E-04   2.980599E-02  -2.803311E+00  -2.583991E+00  -2.482374E+00  -2.374201E+00  -2.652885E+00  -3.296340E+00  -2.695417E+00
   2.132454E+05   1.268358E+04   3.376199E+00   0.000000E+00    8.051955E+00   6.014755E-04   2.480146E-02  -2.791251E+00  -2.559158E+00  -2.451486E+00  -2.336500E+00  -2.633350E+00  -3.317646E+00  -2.678908E+00
   2.160299E+05   1.298086E+04   3.401407E+00   0.000000E+00    8.014919E+00   6.223466E-04   1.972295E-02  -2.777186E+00  -2.532450E+00  -2.418931E+00  -2.297174E+00  -2.611784E+00  -3.334953E+00  -2.660421E+00
   2.188064E+05   1.328404E+04   3.427056E+00   0.000000E+00    7.974348E+00   6.460422E-04   1.581609E-02  -2.761328E+00  -2.503715E+00  -2.384486E+00  -2.255903E+00  -2.588126E+00  -3.349732E+00  -2.640024E+00
   2.215787E+05   1.359321E+04   3.453154E+00   0.000000E+00    7.941411E+00   6.659410E-04   1.281845E-02  -2.743201E+00  -2.473339E+00  -2.348619E+00  -2.213375E+00  -2.562597E+00  -3.359603E+00  -2.617608E+00
   2.248365E+05   1.396294E+04   3.484782E+00   0.000000E+00    7.906216E+00   6.878812E-04   3.146293E-03  -2.718416E+00  -2.434486E+00  -2.303522E+00  -2.160633E+00  -2.529254E+00  -3.365747E+00  -2.587894E+00
   2.283763E+05   1.437296E+04   3.519868E+00   0.000000E+00    7.868115E+00   7.124491E-04   8.951033E-03  -2.688770E+00  -2.389609E+00  -2.252037E+00  -2.101041E+00  -2.490221E+00  -3.368430E+00  -2.552878E+00
   2.315278E+05   1.474629E+04   3.551162E+00   0.000000E+00    7.835157E+00   7.344075E-04   1.159608E-02  -2.661414E+00  -2.348901E+00  -2.205601E+00  -2.047545E+00  -2.454572E+00  -3.368479E+00  -2.520801E+00
   2.345107E+05   1.510487E+04   3.581042E+00   0.000000E+00    7.805235E+00   7.549290E-04   1.636455E-02  -2.634115E+00  -2.309186E+00  -2.160604E+00  -1.995940E+00  -2.419536E+00  -3.366031E+00  -2.489122E+00
   2.374234E+05   1.545895E+04   3.610495E+00   0.000000E+00    7.778258E+00   7.739213E-04   2.420293E-02  -2.605815E+00  -2.268973E+00  -2.115395E+00  -1.944403E+00  -2.383772E+00  -3.360639E+00  -2.456619E+00
   2.403179E+05   1.581375E+04   3.640004E+00   0.000000E+00    7.753531E+00   7.917489E-04   2.828584E-02  -2.576210E+00  -2.227775E+00  -2.069373E+00  -1.892170E+00  -2.346877E+00  -3.352769E+00  -2.422927E+00
   2.436523E+05   1.622298E+04   3.674506E+00   0.000000E+00    7.728525E+00   8.101960E-04   3.522913E-02  -2.539599E+00  -2.178246E+00  -2.014471E+00  -1.830164E+00  -2.302139E+00  -3.340201E+00  -2.381782E+00
   2.472647E+05   1.666619E+04   3.712031E+00   0.000000E+00    7.705328E+00   8.276919E-04   4.300944E-02  -2.497861E+00  -2.122969E+00  -1.953625E+00  -1.761788E+00  -2.251838E+00  -3.322784E+00  -2.335272E+00
   2.505814E+05   1.707250E+04   3.746093E+00   0.000000E+00    7.685623E+00   8.428512E-04   4.924329E-02  -2.459322E+00  -2.072425E+00  -1.898128E+00  -1.699528E+00  -2.205711E+00  -3.305696E+00  -2.292544E+00
   2.538024E+05   1.746111E+04   3.778898E+00   0.000000E+00    7.669796E+00   8.552276E-04   4.531869E-02  -2.420833E+00  -2.022760E+00  -1.843880E+00  -1.639013E+00  -2.160133E+00  -3.286695E+00  -2.250161E+00
   2.574348E+05   1.788209E+04   3.815601E+00   0.000000E+00    7.658009E+00   8.645622E-04   3.696689E-02  -2.375142E+00  -1.965329E+00  -1.781636E+00  -1.570073E+00  -2.107006E+00  -3.261219E+00  -2.200420E+00
   2.613916E+05   1.830770E+04   3.854514E+00   0.000000E+00    7.652860E+00   8.686725E-04   2.984017E-02  -2.323238E+00  -1.902016E+00  -1.713616E+00  -1.495331E+00  -2.047913E+00  -3.228880E+00  -2.144651E+00
   2.652115E+05   1.867307E+04   3.890304E+00   0.000000E+00    7.656480E+00   8.657805E-04   2.303824E-02  -2.271805E+00  -1.841106E+00  -1.648792E+00  -1.424805E+00  -1.990525E+00  -3.193542E+00  -2.090050E+00
   2.695401E+05   1.900443E+04   3.928299E+00   0.000000E+00    7.674885E+00   8.512281E-04   1.434050E-02  -2.210450E+00  -1.771480E+00  -1.575735E+00  -1.346617E+00  -1.924023E+00  -3.146094E+00  -2.026014E+00
   2.747344E+05   1.926855E+04   3.969139E+00   0.000000E+00    7.716884E+00   8.189291E-04   8.452821E-03  -2.134372E+00  -1.689046E+00  -1.490688E+00  -1.257527E+00  -1.844051E+00  -3.080407E+00  -1.947993E+00
   2.809676E+05   1.941400E+04   4.010371E+00   0.000000E+00    7.787285E+00   7.675132E-04   9.141764E-03  -2.044782E+00  -1.596148E+00  -1.396490E+00  -1.161194E+00  -1.752525E+00  -2.995729E+00  -1.857568E+00
   2.884474E+05   1.943309E+04   4.048999E+00   0.000000E+00    7.879606E+00   7.049487E-04   1.351970E-02  -1.948763E+00  -1.499970E+00  -1.300346E+00  -1.064913E+00  -1.656589E+00  -2.899156E+00  -1.761842E+00
   2.974232E+05   1.938359E+04   4.082344E+00   0.000000E+00    7.974082E+00   6.462003E-04   1.841933E-02  -1.859127E+00  -1.411867E+00  -1.212968E+00  -9.784451E-01  -1.568113E+00  -2.806232E+00  -1.673085E+00
   3.081942E+05   1.939493E+04   4.110311E+00   0.000000E+00    8.041475E+00   6.073094E-04   2.364041E-02  -1.789334E+00  -1.342081E+00  -1.143225E+00  -9.086345E-01  -1.498478E+00  -2.736040E+00  -1.603573E+00
   3.211193E+05   1.964921E+04   4.138167E+00   0.000000E+00    8.054502E+00   6.000661E-04   2.864460E-02  -1.744442E+00  -1.291241E+00  -1.089867E+00  -8.514217E-01  -1.449901E+00  -2.701263E+00  -1.556782E+00
   3.366295E+05   2.021297E+04   4.173661E+00   0.000000E+00    8.020033E+00   6.194225E-04   3.503296E-02  -1.710674E+00  -1.244508E+00  -1.037494E+00  -7.903189E-01  -1.408030E+00  -2.690260E+00  -1.518701E+00
   3.534267E+05   2.075373E+04   4.210196E+00   0.000000E+00    7.996556E+00   6.329617E-04   4.237146E-02  -1.670577E+00  -1.192523E+00  -9.802851E-01  -7.248098E-01  -1.360580E+00  -2.670827E+00  -1.474758E+00
   3.685410E+05   2.097296E+04   4.234936E+00   0.000000E+00    8.012645E+00   6.236517E-04   4.699080E-02  -1.628868E+00  -1.146288E+00  -9.320160E-01  -6.731555E-01  -1.316147E+00  -2.637100E+00  -1.431701E+00
   3.866782E+05   2.098885E+04   4.253175E+00   0.000000E+00    8.054955E+00   5.998161E-04   4.936551E-02  -1.584094E+00  -1.101360E+00  -8.870256E-01  -6.280074E-01  -1.271375E+00  -2.592456E+00  -1.387050E+00
   4.084429E+05   2.092449E+04   4.263907E+00   0.000000E+00    8.095190E+00   5.779949E-04   4.724645E-02  -1.550682E+00  -1.069451E+00  -8.558054E-01  -5.978839E-01  -1.238971E+00  -2.556225E+00  -1.354273E+00
   4.345605E+05   2.086969E+04   4.268812E+00   0.000000E+00    8.118886E+00   5.655169E-04   4.632237E-02  -1.532970E+00  -1.052989E+00  -8.399077E-01  -5.828896E-01  -1.222077E+00  -2.536228E+00  -1.337052E+00
   4.659016E+05   2.084454E+04   4.270572E+00   0.000000E+00    8.128541E+00   5.605102E-04   4.600715E-02  -1.526085E+00  -1.046675E+00  -8.338515E-01  -5.772435E-01  -1.215564E+00  -2.528307E+00  -1.330387E+00
   5.035109E+05   2.083635E+04   4.271123E+00   0.000000E+00    8.131631E+00   5.589175E-04   4.591044E-02  -1.523899E+00  -1.044676E+00  -8.319357E-01  -5.754609E-01  -1.213500E+00  -2.525784E+00  -1.328272E+00
   5.486421E+05   2.083268E+04   4.271259E+00   0.000000E+00    8.132738E+00   5.583478E-04   4.588942E-02  -1.523201E+00  -1.044060E+00  -8.313566E-01  -5.749409E-01  -1.212854E+00  -2.524938E+00  -1.327604E+00
   6.027995E+05   2.082770E+04   4.271108E+00   0.000000E+00    8.133403E+00   5.580057E-04   4.592806E-02  -1.523104E+00  -1.044071E+00  -8.314166E-01  -5.750795E-01  -1.212825E+00  -2.524648E+00  -1.327545E+00
   6.677884E+05   2.082088E+04   4.270681E+00   0.000000E+00    8.133761E+00   5.578221E-04   4.602530E-02  -1.523533E+00  -1.044645E+00  -8.320560E-01  -5.758251E-01  -1.213344E+00  -2.524819E+00  -1.328020E+00
   7.457751E+05   2.081208E+04   4.269970E+00   0.000000E+00    8.133824E+00   5.577897E-04   4.618310E-02  -1.524490E+00  -1.045788E+00  -8.332824E-01  -5.771877E-01  -1.214415E+00  -2.525447E+00  -1.329036E+00
   8.393591E+05   2.080079E+04   4.268946E+00   0.000000E+00    8.133625E+00   5.578916E-04   4.640886E-02  -1.526002E+00  -1.047538E+00  -8.351384E-01  -5.792178E-01  -1.216071E+00  -2.526539E+00  -1.330622E+00
   9.516599E+05   2.078719E+04   4.267603E+00   0.000000E+00    8.133116E+00   5.581536E-04   4.670408E-02  -1.528100E+00  -1.049922E+00  -8.376501E-01  -5.819385E-01  -1.218343E+00  -2.528134E+00  -1.332807E+00
   1.086421E+06   2.076988E+04   4.265848E+00   0.000000E+00    8.132351E+00   5.585471E-04   4.709123E-02  -1.530889E+00  -1.053074E+00  -8.409648E-01  -5.855187E-01  -1.221352E+00  -2.530284E+00  -1.335707E+00
   1.248134E+06   2.075197E+04   4.263831E+00   0.000000E+00    8.131063E+00   5.592097E-04   4.753399E-02  -1.534279E+00  -1.056840E+00  -8.448977E-01  -5.897249E-01  -1.224969E+00  -2.533018E+00  -1.339210E+00
   1.442190E+06   2.072891E+04   4.261285E+00   0.000000E+00    8.129534E+00   5.599978E-04   4.809765E-02  -1.538517E+00  -1.061562E+00  -8.498356E-01  -5.950144E-01  -1.229499E+00  -2.536409E+00  -1.343593E+00
   1.675057E+06   2.070282E+04   4.258263E+00   0.000000E+00    8.127457E+00   5.610703E-04   4.876805E-02  -1.543668E+00  -1.067261E+00  -8.557783E-01  -6.013537E-01  -1.234981E+00  -2.540605E+00  -1.348908E+00
   1.954497E+06   2.067391E+04   4.254753E+00   0.000000E+00    8.124760E+00   5.624654E-04   4.954816E-02  -1.549781E+00  -1.073981E+00  -8.627680E-01  -6.087814E-01  -1.241460E+00  -2.545662E+00  -1.355201E+00
   2.289826E+06   2.064124E+04   4.250650E+00   0.000000E+00    8.121378E+00   5.642204E-04   5.046330E-02  -1.557035E+00  -1.081922E+00  -8.710129E-01  -6.175195E-01  -1.249126E+00  -2.551726E+00  -1.362656E+00
   2.692220E+06   2.060523E+04   4.245908E+00   0.000000E+00    8.117115E+00   5.664401E-04   4.990900E-02  -1.565582E+00  -1.091227E+00  -8.806520E-01  -6.277003E-01  -1.258128E+00  -2.558965E+00  -1.371424E+00
   3.175093E+06   2.056500E+04   4.240398E+00   0.000000E+00    8.111835E+00   5.692016E-04   4.898126E-02  -1.575666E+00  -1.102158E+00  -8.919562E-01  -6.396076E-01  -1.268719E+00  -2.567592E+00  -1.381753E+00
